position,institution,ubication,num_conv,n_vac,wage,begin_date,end_date
"ANALISTA EN GESTIÓN DOCENTE - ESTUDIOS GENERALES E INNOVACIÓN PEDAGÓGICA
",UNIVERSIDAD NACIONAL INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA,JUNIN - CHANCHAMAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-005,1,"S/. 4,000.00",26/09/2024,10/10/2024
"PSICÓLOGO – SEDE PICHANAQUI
",UNIVERSIDAD NACIONAL INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA,JUNIN - PICHANAQUI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-005,1,"S/. 2,900.00",26/09/2024,10/10/2024
"ENFERMERA(O) PARA EL SERVICIO DE SALUD - SEDE PICHANAQUI
",UNIVERSIDAD NACIONAL INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA,JUNIN - PICHANAQUI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-005,1,"S/. 2,900.00",26/09/2024,10/10/2024
"PERITO MEDICO FORENSE SNEJ
",MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,JUNIN - JUNIN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-855,1,"S/. 7,114.19",26/09/2024,10/10/2024
"SECRETARIO/A JUDICIAL
",PODER JUDICIAL,JUNIN - SATIPO,728-04,2,"S/. 5,670.00",25/09/2024,09/10/2024
"RELATOR/A I
",PODER JUDICIAL,JUNIN - SATIPO,728-004,1,"S/. 6,931.00",25/09/2024,09/10/2024
"RESPONSABLE DEL AREA TECNICA MUNICIPAL (ATM)
",MUNICIPALIDAD DISTRITAL DE PALCA,JUNIN - PALCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 1,200.00",25/09/2024,09/10/2024
"RESPONSABLE DE SERENAZGO PEATONAL
",MUNICIPALIDAD DISTRITAL DE PALCA,JUNIN - PALCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 1,150.00",25/09/2024,09/10/2024
"TECNICO JUDICIAL
",PODER JUDICIAL,JUNIN - CHANCHAMAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-68,1,"S/. 2,572.00",25/09/2024,09/10/2024
"GUARDIANÍA Y LIMPIEZA DEL LOCAL MUNICIPAL
",MUNICIPALIDAD DISTRITAL DE PALCA,JUNIN - PALCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 1,025.00",25/09/2024,09/10/2024
"SECRETARIO/A DE SALA
",PODER JUDICIAL,JUNIN - CHANCHAMAYO,728-04,1,"S/. 6,931.00",25/09/2024,09/10/2024
"RELATOR/A I
",PODER JUDICIAL,JUNIN - CHANCHAMAYO,728-04,1,"S/. 6,931.00",25/09/2024,09/10/2024
"RESPONSABLE DE PLANIFICACION, PRESUPUESTO Y RACIONALIZACION
",MUNICIPALIDAD DISTRITAL DE PALCA,JUNIN - PALCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 1,500.00",25/09/2024,09/10/2024
"C.S. MAZAMARI
",UNIDAD TERRITORIAL DE SALUD SATIPO,JUNIN - MAZAMARI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-005,2,"S/. 5,000.00",24/09/2024,07/10/2024
"C.S. MAZAMARI
",UNIDAD TERRITORIAL DE SALUD SATIPO,JUNIN - MAZAMARI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,3,"S/. 7,000.00",24/09/2024,07/10/2024
"P.S. SAN CRISTOBAL
",UNIDAD TERRITORIAL DE SALUD SATIPO,JUNIN - MAZAMARI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-005,1,"S/. 2,900.00",24/09/2024,07/10/2024
"CENTRO DE SALUD MENTAL COMUNITARIO - SATIPO
",UNIDAD TERRITORIAL DE SALUD SATIPO,JUNIN - SATIPO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-005,1,"S/. 2,500.00",24/09/2024,07/10/2024
"CENTRO DE SALUD MENTAL COMUNITARIO - SATIPO
",UNIDAD TERRITORIAL DE SALUD SATIPO,JUNIN - SATIPO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-005,1,"S/. 2,500.00",24/09/2024,07/10/2024
"CENTRO DE SALUD MENTAL COMUNITARIO NUEVO PUERTO PRADO
",UNIDAD TERRITORIAL DE SALUD SATIPO,JUNIN - RIO TAMBO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-005,1,"S/. 3,565.00",24/09/2024,07/10/2024
"CENTRO DE SALUD MENTAL COMUNITARIO NUEVO PUERTO PRADO
",UNIDAD TERRITORIAL DE SALUD SATIPO,JUNIN - RIO TAMBO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-005,1,"S/. 3,565.00",24/09/2024,07/10/2024
"CENTRO DE SALUD MENTAL COMUNITARIO NUEVO PUERTO PRADO Y OTROS EE.SS ITINERANTE
",UNIDAD TERRITORIAL DE SALUD SATIPO,JUNIN - RIO TAMBO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-005,1,"S/. 3,565.00",24/09/2024,07/10/2024
"P.S. UNION JUNIN
",UNIDAD TERRITORIAL DE SALUD SATIPO,JUNIN - RIO TAMBO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-005,1,"S/. 2,900.00",24/09/2024,07/10/2024
"P.S. ALTO PITOCUNA
",UNIDAD TERRITORIAL DE SALUD SATIPO,JUNIN - RIO NEGRO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-005,1,"S/. 2,900.00",24/09/2024,07/10/2024
"CENTRO DE SALUD MENTAL COMUNITARIO - SATIPO
",UNIDAD TERRITORIAL DE SALUD SATIPO,JUNIN - SATIPO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-005,1,"S/. 2,500.00",24/09/2024,07/10/2024
"P.S. PARATUSHALI
",UNIDAD TERRITORIAL DE SALUD SATIPO,JUNIN - SATIPO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-005,1,"S/. 2,900.00",24/09/2024,07/10/2024
"C.S. MAZAMARI
",UNIDAD TERRITORIAL DE SALUD SATIPO,JUNIN - MAZAMARI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-005,3,"S/. 9,500.00",24/09/2024,07/10/2024
"C.S. MAZAMARI
",UNIDAD TERRITORIAL DE SALUD SATIPO,JUNIN - MAZAMARI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-005,1,"S/. 7,000.00",24/09/2024,07/10/2024
"C.S. MAZAMARI
",UNIDAD TERRITORIAL DE SALUD SATIPO,JUNIN - MAZAMARI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-005,1,"S/. 5,000.00",24/09/2024,07/10/2024
"C.S. MAZAMARI
",UNIDAD TERRITORIAL DE SALUD SATIPO,JUNIN - MAZAMARI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-005,3,"S/. 9,500.00",24/09/2024,07/10/2024
"C.S. MAZAMRI - TZIRIARI
",UNIDAD TERRITORIAL DE SALUD SATIPO,JUNIN - MAZAMARI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-005,1,"S/. 5,000.00",24/09/2024,07/10/2024
"UN (01) MÉDICO CIRUJANO ESPECIALISTA EN GINECO OBSTETRICIA PARA EL CENTRO DE SALUD I-3 PUERTO YURINAKI, JURISDICCIÓN DE LA MICRO RED DE SALUD PERENE
",RED DE SALUD CHANCHAMAYO,JUNIN - PERENE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-06,1,"S/. 9,114.19",24/09/2024,07/10/2024
"UN (01) ENFERMERO/A PARA EL SERVICIO DE ENFERMERÍA DEL CENTRO DE SALUD I-3 PUERTO YURINAKI, JURISDICCIÓN DE LA MICRO RED DE SALUD PERENE.
",RED DE SALUD CHANCHAMAYO,JUNIN - PERENE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-06,1,"S/. 4,614.19",24/09/2024,07/10/2024
"DOS (02) OBSTETRAS PARA EL CENTRO DE SALUD I-4 VILLA PERENE, JURISDICCIÓN DE LA MICRO RED DE SALUD PERENE.
",RED DE SALUD CHANCHAMAYO,JUNIN - PERENE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-06,2,"S/. 2,514.19",24/09/2024,07/10/2024
"UN (01) MÉDICO PARA EL CENTRO DE SALUD I-3 SAN LUIS DE SHUARO, JURISDICCIÓN DE LA MICRO RED DE SALUD SAN LUIS DE SHUARO.
",RED DE SALUD CHANCHAMAYO,JUNIN - SAN LUIS DE SHUARO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-06,1,"S/. 5,314.19",24/09/2024,07/10/2024
"UN (01) TRABAJADOR DE SERVICIOS GENERALES PARA EL CENTRO DE SALUD I-4 SAN RAMÓN, JURISDICCIÓN DE LA MICRO RED DE SALUD SAN RAMÓN.
",RED DE SALUD CHANCHAMAYO,JUNIN - SAN RAMON,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-06,1,"S/. 1,414.19",24/09/2024,07/10/2024
"UN (01) OBSTETRA PARA EL CENTRO DE SALUD I-4 SAN RAMÓN, JURISDICCIÓN DE LA MICRO RED DE SALUD SAN RAMÓN.
",RED DE SALUD CHANCHAMAYO,JUNIN - SAN RAMON,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-06,1,"S/. 2,514.19",24/09/2024,07/10/2024
"UN (01) MÉDICO CIRUJANO ESPECIALISTA EN GINECO OBSTETRICIA PARA EL CENTRO DE SALUD I-4 SAN RAMÓN, JURISDICCIÓN DE LA MICRO RED DE SALUD SAN RAMÓN.
",RED DE SALUD CHANCHAMAYO,JUNIN - SAN RAMON,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-06,1,"S/. 9,114.19",24/09/2024,07/10/2024
"UN (01) MÉDICO CIRUJANO ESPECIALISTA EN PEDIATRÍA PARA EL CENTRO DE SALUD I-4 VILLA PERENE, JURISDICCIÓN DE LA MICRO RED DE SALUD PERENE.
",RED DE SALUD CHANCHAMAYO,JUNIN - PERENE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-06,1,"S/. 9,114.19",24/09/2024,07/10/2024
"UN (01) MÉDICO CIRUJANO PARA EL CENTRO DE SALUD I-4 VILLA PERENE, JURISDICCIÓN DE LA MICRO RED DE SALUD PERENE.
",RED DE SALUD CHANCHAMAYO,JUNIN - PERENE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-06,1,"S/. 4,614.19",24/09/2024,07/10/2024
"UN (01) MÉDICO CIRUJANO PARA EL PUESTO DE SALUD I-1 HUACAMAYO, JURISDICCIÓN DE LA MICRO RED DE SALUD PERENE.
",RED DE SALUD CHANCHAMAYO,JUNIN - PERENE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-06,1,"S/. 7,114.19",24/09/2024,07/10/2024
"UN (01) PILOTO DE AMBULANCIA PARA EL CENTRO DE SALUD I-4 VILLA PERENE, JURISDICCIÓN DE LA MICRO RED DE SALUD PERENE.
",RED DE SALUD CHANCHAMAYO,JUNIN - PERENE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-06,1,"S/. 1,914.19",24/09/2024,07/10/2024
"UN (01) TÉCNICO/A EN ENFERMERÍA PARA EL SERVICIO DE ENFERMERÍA DEL CENTRO DE SALUD I-3 PUERTO YURINAKI, JURISDICCIÓN DE LA MICRO RED DE SALUD PERENE.
",RED DE SALUD CHANCHAMAYO,JUNIN - PERENE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-06,1,"S/. 3,058.19",24/09/2024,07/10/2024
"DOS (02) ENFERMERO/A’S PARA EL SERVICIO DE ENFERMERÍA DEL CENTRO DE SALUD I-3 LA MERCED DE LA RED INTEGRADA DE SALUD CHANCHAMAYO.
",RED DE SALUD CHANCHAMAYO,JUNIN - CHANCHAMAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-06,2,"S/. 2,514.19",24/09/2024,07/10/2024
"OBSTETRA PARA LA OFICINA DE GESTIÓN INTEGRAL DE SALUD PÚBLICA DE LA RED INTEGRADA DE SALUD CHANCHAMAYO.
",RED DE SALUD CHANCHAMAYO,JUNIN - CHANCHAMAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-06,1,"S/. 2,614.19",24/09/2024,07/10/2024
"TÉCNICO ASISTENCIAL PARA LA OFICINA DE GESTIÓN INTEGRAL DE SALUD PÚBLICA DE LA RED INTEGRADA DE SALUD CHANCHAMAYO.
",RED DE SALUD CHANCHAMAYO,JUNIN - CHANCHAMAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-06,1,"S/. 1,614.19",24/09/2024,07/10/2024
"UN (01) MÉDICO PARA EL CENTRO DE SALUD I-3 LA MERCED DE LA RED INTEGRADA DE SALUD CHANCHAMAYO.
",RED DE SALUD CHANCHAMAYO,JUNIN - CHANCHAMAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-06,1,"S/. 4,614.19",24/09/2024,07/10/2024
"UN (01) QUÍMICO FARMACÉUTICO PARA EL SERVICIO DE SISMED DE LA RED INTEGRADA DE SALUD CHANCHAMAYO.
",RED DE SALUD CHANCHAMAYO,JUNIN - CHANCHAMAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-06,1,"S/. 2,614.19",24/09/2024,07/10/2024
"UN/A (01) SECRETARIA/O PARA LA UNIDAD DE RECURSOS HUMANOS DE LA RED INTEGRADA DE SALUD CHANCHAMAYO.
",RED DE SALUD CHANCHAMAYO,JUNIN - CHANCHAMAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-06,1,"S/. 1,614.19",24/09/2024,07/10/2024
"TECNICO EN INFORMATICA
",UNIDAD EJECUTORA: EDUCACION CONCEPCION,JUNIN - CONCEPCION,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-31,1,"S/. 1,614.19",24/09/2024,07/10/2024
"SECRETARIA GENERAL
",MUNICIPALIDAD DISTRITAL SAN PEDRO DE SAN,JUNIN - SAÑO,D.LEG 1057 - INDETERMINADO-003,1,"S/. 1,250.00",24/09/2024,07/10/2024
"UN (01) CONDUCTOR DE AMBULANCIA PARA EL PUESTO DE SALUD I-2 VITOC, JURISDICCIÓN DE LA MICRO RED DE SALUD SAN RAMÓN.
",RED DE SALUD CHANCHAMAYO,JUNIN - VITOC,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-06,1,"S/. 1,314.19",24/09/2024,07/10/2024
"OBSTETRA
",RED DE SALUD CHUPACA,JUNIN - CHUPACA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 2,500.00",24/09/2024,07/10/2024
"TRABAJADOR DE SERVICIOS GENERALES
","UNIDAD EJECUTORA ""RED DE SALUD SAN MARTIN DE PANGOA""",JUNIN - PANGOA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-17,1,"S/. 1,500.00",24/09/2024,07/10/2024
"TRABAJADOR DE SERVICIOS GENERALES
","UNIDAD EJECUTORA ""RED DE SALUD SAN MARTIN DE PANGOA""",JUNIN - PANGOA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-17,1,"S/. 1,800.00",24/09/2024,07/10/2024
"CONTADOR
",RED DE SALUD CHUPACA,JUNIN - CHUPACA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 2,500.00",24/09/2024,07/10/2024
"ASISTENTE/A ADMINISTRATIVO/A II
",PROCURADURIA GENERAL DEL ESTADO,JUNIN - JUNIN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-236,1,"S/. 4,000.00",23/09/2024,04/10/2024
"ANALISTA DE ARCHIVO REGISTRAL PARA LA OFICINA REGISTRAL DE TARMA
",ZONA REGISTRAL NRO. VIII - SEDE HUANCAYO,JUNIN - TARMA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-027,1,"S/. 1,614.19",23/09/2024,04/10/2024
"TESORERO I
",DIRECCION REGIONAL DE EDUCACION DE JUNIN,JUNIN - LA OROYA,276-001,1,S/. 890.00,23/09/2024,04/10/2024
"SECRETARIA GENERAL
",MUNICIPALIDAD DISTRITAL SUITUCANCHA,JUNIN - SUITUCANCHA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 1,500.00",23/09/2024,04/10/2024
"JEFE DE UNIDAD DE LOGISTICA, ALMACEN Y PATRIMONIO
",MUNICIPALIDAD DISTRITAL SUITUCANCHA,JUNIN - SUITUCANCHA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 1,400.00",23/09/2024,04/10/2024
"INGENIERO II
",MUNICIPALIDAD PROVINCIAL DE HUANCAYO,JUNIN - HUANCAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-11,1,"S/. 2,500.00",23/09/2024,04/10/2024
"COORDINADOR DE NUCLEO EDUCATIVO
",UNIDAD EJECUTORA EDUCACION JAUJA,JUNIN - JAUJA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 3,114.19",23/09/2024,04/10/2024
"AGENTE SERENAZGO
",MUNICIPALIDAD DISTRITAL DE MATAHUASI,JUNIN - MATAHUASI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,2,"S/. 1,150.00",23/09/2024,04/10/2024
"UNIDAD DE ABASTECIMIENTO Y PATRIMONIO
",MUNICIPALIDAD DISTRITAL DE MATAHUASI,JUNIN - MATAHUASI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 1,550.00",23/09/2024,04/10/2024
"JEFE DE LA DIVISIÓN DE PLANEAMIENTO, CATASTRO URBANO Y DEFENSA CIVIL
",MUNICIPALIDAD DISTRITAL DE MATAHUASI,JUNIN - MATAHUASI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 1,550.00",23/09/2024,04/10/2024
"SECRETARIA DE GESTIÓN INSTITUCIONAL - CAS SEDE Nº 019
",UNIDAD EJECUTORA EDUCACION PICHANAKI,JUNIN - PICHANAQUI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-62,1,"S/. 1,200.00",23/09/2024,04/10/2024
"ESPECIALISTA EN CONTROL FORESTAL Y DE FAUNA SILVESTRE
",SERVICIO NACIONAL FORESTAL Y DE FAUNA SILVESTRE - SERFOR,JUNIN - SAN RAMON,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-132,1,"S/. 4,500.00",23/09/2024,04/10/2024
"TECNICO ADMINISTRATIVO I
",DIRECCION REGIONAL DE EDUCACION DE JUNIN,JUNIN - EL TAMBO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-035,1,"S/. 1,500.00",23/09/2024,04/10/2024
"TÉCNICO JUDICIAL
",PODER JUDICIAL,TACNA - TACNA,728-002,1,"S/. 4,710.00",04/10/2024,18/10/2024
"AUXILIAR JUDICIAL
",PODER JUDICIAL,TACNA - TACNA,728-002,1,"S/. 3,590.00",04/10/2024,18/10/2024
"JEFE DE LA OFICINA DE LA DEFENSORIA DEL NIÑO Y DEL ADOLESCENTE Y OMAPED
",MUNICIPALIDAD DISTRITAL DE QUILAHUANI,TACNA - QUILAHUANI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-005,1,"S/. 2,200.00",04/10/2024,18/10/2024
"JEFE DE LA OFICINA DE REGISTRO CIVIL
",MUNICIPALIDAD DISTRITAL DE QUILAHUANI,TACNA - QUILAHUANI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-005,1,"S/. 2,000.00",04/10/2024,18/10/2024
"SUB GERENTE DE TESORERIA
",MUNICIPALIDAD DISTRITAL DE QUILAHUANI,TACNA - QUILAHUANI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-005,1,"S/. 3,000.00",04/10/2024,18/10/2024
"APOYO ADMINISTRATIVO TECNICO
",MUNICIPALIDAD PROVINCIAL DE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-107,5,"S/. 1,600.00",04/10/2024,18/10/2024
"APOYO ADMINISTRATIVO TECNICO
",MUNICIPALIDAD PROVINCIAL DE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-108,4,"S/. 1,600.00",04/10/2024,18/10/2024
"ESPECIALISTA EN IMAGEN INSTITUCIONAL
",UNIDAD DE GESTION EDUCATIVA LOCAL DE TACNA - UGEL TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-34,1,"S/. 2,200.00",03/10/2024,17/10/2024
"ESPECIALISTA EN EDUCACIÓN INCLUSIVA Y ATENCIÓN A LA DIVERSIDAD
",UNIDAD DE GESTION EDUCATIVA LOCAL DE TACNA - UGEL TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-33,1,"S/. 3,614.19",02/10/2024,16/10/2024
"ESPECIALISTA JUDICIAL DE AUDIENCIA
",PODER JUDICIAL,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-028,1,"S/. 2,972.00",02/10/2024,16/10/2024
"OPERADOR DE MAQUINARIA AGRICOLA
",MUNICIPALIDAD DISTRITAL DE ITE,TACNA - ITE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-033,1,"S/. 2,000.00",02/10/2024,16/10/2024
"1
",SERVICIO NACIONAL DE SANIDAD AGRARIA,TACNA - SAMA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 1,111.00",02/10/2024,16/10/2024
"PSICÓLOGO (A)
",UNIDAD DE GESTION EDUCATIVA LOCAL DE TACNA - UGEL TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-33,2,"S/. 2,614.19",02/10/2024,16/10/2024
"ESPECIALISTA JUDICIAL DE AUDIENCIA
",PODER JUDICIAL,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-029,1,"S/. 4,750.00",02/10/2024,16/10/2024
"COORDINADOR (A) DE INNOVACIÓN Y SOPORTE TECNOLÓGICO
",UNIDAD DE GESTION EDUCATIVA LOCAL DE TACNA - UGEL TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-33,1,"S/. 1,464.19",02/10/2024,16/10/2024
"ESPECIALISTA JUDICIAL DE JUZGADO
",PODER JUDICIAL,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-028,1,"S/. 2,972.00",02/10/2024,16/10/2024
"ESPECIALISTA LEGAL DE AUDIENCIA
",PODER JUDICIAL,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-025,2,"S/. 2,972.00",01/10/2024,15/10/2024
"ESPECIALISTA JUDICIAL DE AUDIENCIA
",PODER JUDICIAL,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-025,1,"S/. 2,972.00",01/10/2024,15/10/2024
"PSICÓLOGO (A)
",UNIDAD DE GESTION EDUCATIVA LOCAL DE TACNA - UGEL TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-032,1,"S/. 2,614.19",30/09/2024,14/10/2024
"ESPECIALISTA III
",MUNICIPALIDAD DISTRITAL DE POCOLLAY,TACNA - POCOLLAY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 2,600.00",30/09/2024,14/10/2024
"SUB GERENTE DE RECURSOS HUMANOS
",MUNICIPALIDAD DISTRITAL DE POCOLLAY,TACNA - POCOLLAY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 4,500.00",30/09/2024,14/10/2024
"TÉCNICO ADMINISTRATIVO II
",MUNICIPALIDAD DISTRITAL DE POCOLLAY,TACNA - POCOLLAY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 2,200.00",30/09/2024,14/10/2024
"TÉCNICO ADMINISTRATIVO II
",MUNICIPALIDAD DISTRITAL DE POCOLLAY,TACNA - POCOLLAY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 2,200.00",30/09/2024,14/10/2024
"CONTRATACIÓN ADMINISTRATIVA DE SERVICIOS DE UN(A) DOCENTE PARA LA ENSEÑANZA DE LA ASIGNATURA DE INGLÉS PARA EL COLEGIO DE ALTO RENDIMIENTO DE LA REGIÓN TACNA - SUPLENCIA TEMPORAL (003002)
",MINISTERIO DE EDUCACION,TACNA - TACNA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-770,1,"S/. 4,500.00",27/09/2024,11/10/2024
"ESPECIALISTA DE CONVIVENCIA ESCOLAR DE LA UGEL
",UNIDAD DE GESTION EDUCATIVA LOCAL DE TACNA - UGEL TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-31,1,"S/. 3,614.19",27/09/2024,11/10/2024
"APOYO ADMINISTRATIVO TECNICO
",MUNICIPALIDAD PROVINCIAL DE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-106,2,"S/. 1,600.00",27/09/2024,11/10/2024
"SUB GERENTE (A) PARA LA SUB GERENCIA DE BIENESTAR SOCIAL, GESTION AMBIENTAL Y SERVICIOS PUBLICOS
",MUNICIPALIDAD DISTRITAL DE ITE,TACNA - ITE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-032,1,"S/. 6,000.00",27/09/2024,11/10/2024
"SUB GERENTE (A) PARA LA SUB GERENCIA DE OBRAS Y MANTENIMIENTOS
",MUNICIPALIDAD DISTRITAL DE ITE,TACNA - ITE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-030,1,"S/. 6,000.00",27/09/2024,11/10/2024
"SUB GERENTE (A) PARA LA SUB GERENCIA DE ORDENAMIENTO TERRITORIAL Y DESARROLLO URBANO - RURAL
",MUNICIPALIDAD DISTRITAL DE ITE,TACNA - ITE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-031,1,"S/. 6,800.00",27/09/2024,11/10/2024
"ESPECIALISTA ADMINISTRATIVO
",MUNICIPALIDAD DISTRITAL DE CALANA,TACNA - CALANA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-16,1,"S/. 1,900.00",26/09/2024,10/10/2024
"ABOGADO/A (ASESOR/A LEGAL)
",GOBIERNO REGIONAL DE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-008,1,"S/. 3,500.00",26/09/2024,10/10/2024
"DEFENSOR PÚBLICO EN EL NUEVO CÓDIGO PROCESAL PENAL
",MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,TACNA - CANDARAVE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-851,1,"S/. 5,114.19",26/09/2024,10/10/2024
