url_convocatoria,Cantidad De Vacantes:,Número De Convocatoria:,Remuneración:,Fecha Inicio De Publicación:,Fecha Fin De Publicación:,Experiencia:,Formación Académica - Perfil:,Especialización:,Conocimiento:,Competencias:,position,institution,uuid
https://www.muniate.gob.pe/convocatoria-cas/,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-009,"S/. 1,025.00",04/10/2024,18/10/2024,NO APLICA,PRIMARIA INCOMPLETA,NO APLICA,CONOCIMIENTO BÁSICO DE JARDINERIA.,NO APLICA,JARDINERO,Municipalidad  Distrital De Ate,d9d5cca6-e0c7-56cb-8458-e7468663956d
https://www.muniate.gob.pe/convocatoria-cas/,14,D.Leg 1057 - Determinado (Necesidad Transitoria)-009,"S/. 1,500.00",04/10/2024,18/10/2024,EXPERIENCIA GENERAL: EN EL SECTOR PÚBLICO Y/O PRIVADO: MÍNIMA DE UN (01) AÑO. EXPERIENCIA ESPECÍFICA: MINIMO TRES (03) MESES.,SECUNDARIA COMPLETA,NO APLICA,"REGLAMENTO NACIONAL DE TRANSITO , REGLAMENTO DE MECANICA AUTOMOTRIZ Y SEGURIDAD VIAL","AUTOCONTROL, COOPERACIÓN, AGILIDAD FISICA Y FUERZA FISICA.",INSPECTOR(A) MUNICIPAL DE TRANSPORTE,Municipalidad  Distrital De Ate,74eadfe0-cecd-5171-9c51-43d5baffb6b1
https://www.muniate.gob.pe/convocatoria-cas/,5,D.Leg 1057 - Determinado (Necesidad Transitoria)-009,"S/. 1,500.00",04/10/2024,18/10/2024,EXPERIENCIA GENERAL: EN EL SECTOR PÚBLICO Y/O PRIVADO: MÍNIMA DE SEIS (06) MESES,SECUNDARIA COMPLETA,NO APLICA,LEY DE PROCEDIMIENTOS ADMINISTRATIVOS GENERAL Y LEY ORGANICA DE MUNICIPALIDAD,"HONESTIDAD, RESPONSABILIDAD, PROACTIVIDAD, COMUNICACIÓN ORAL, TRABAJO EN EQUIPO Y COMPROMISO.",INSPECTOR MUNICIPAL,Municipalidad  Distrital De Ate,73188e07-39e9-58e0-981e-36a05075218e
https://www.muniate.gob.pe/convocatoria-cas/,16,D.Leg 1057 - Determinado (Necesidad Transitoria)-009,"S/. 1,500.00",04/10/2024,18/10/2024,EXPERIENCIA GENERAL: EN EL SECTOR PÚBLICO Y/O PRIVADO: MÍNIMA DE SEIS (06) MESES,SECUNDARIA COMPLETA,NO APLICA,NO APLICA,"SOLUCIÓN DE CONFLICTOS, AUTOCONTROL Y DINAMISMO, COMUNICACIÓN ORAL,TRABAJO EN EQUIPO Y COMPROMISO.",INSPECTOR DE COMERCIO INFORMAL,Municipalidad  Distrital De Ate,708092b1-3c44-50bf-b3f8-2b969989d454
https://www.muniate.gob.pe/convocatoria-cas/,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-009,"S/. 1,700.00",04/10/2024,18/10/2024,EXPERIENCIA GENERAL: EN EL SECTOR PÚBLICO Y/O PRIVADO: MÍNIMO DE SEIS (06) MESES.,SECUNDARIA COMPLETA,NO APLICA,REGLAMENTO NACIONAL DE TRANSITO.,"COMUNICACIÓN ORAL, RESPONSABILIDAD, PUNTUALIDAD Y AUTOCONTROL.",CHOFER,Municipalidad  Distrital De Ate,00b76238-08ed-5eaf-8314-e7626bbd7705
https://www.muniate.gob.pe/convocatoria-cas/,2,D.Leg 1057 - Determinado (Necesidad Transitoria)-009,"S/. 1,700.00",04/10/2024,18/10/2024,EXPERIENCIA GENERAL: EN EL SECTOR PÚBLICO Y/O PRIVADO: MÍNIMO DE SEIS (06) MESES,SECUNDARIA COMPLETA,LICENCIA DE CONDUCIR CATEGORIA AIIB VIGENTE.,REGLAMENTO NACIONAL DE TRANSITO,"COMUNICACIÓN ORAL, RESPONSABILIDAD, PUNTUALIDAD Y AUTOCONTROL.",CHOFER,Municipalidad  Distrital De Ate,00b76238-08ed-5eaf-8314-e7626bbd7705
https://www.muniate.gob.pe/convocatoria-cas/,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-009,"S/. 1,500.00",04/10/2024,18/10/2024,EXPERIENCIA GENERAL: EN EL SECTOR PÚBLICO Y/O PRIVADO: MÍNIMA DE UN (01) AÑO. EXPERIENCIA ESPECÍFICA: EN LA FUNCIÓN MINIMO UN (01) AÑO EN LABORES SIMILARES. EXPERIENCIA REQUERIDA: MINIMO SEIS(06) MESES COMO CAJERO.,TÉCNICA BÁSICA COMPLETA (1 O 2 AÑOS) COMPLETA DE LA CARRERA DE ADMINISTRACIÓN Y/O CONTABILIDAD Y/O ECONOMIA Y/O AFINES.,"CURSOS EN EL MANEJO DE DINERO (MÍNIMO 48 HORAS), RECAUDACIÓN EN TEMAS RELACIONADOS Y/O AFINES AL CARGO ( MÍNIMO 48 HORAS)",CONOCIMIENTOS BASICOS EN COMPUTACIÓN / CONOCIMIENTOS EN EL SISTEMA APLICATIVO DE RECATRIB,"ORGANIZACIÓN DE INFORMACIÓN, RAZONAMIENTO MATEMÁTICO, AUTOCONTROL, COMUNICACIÓN ORAL.",CAJERO(A),Municipalidad  Distrital De Ate,119be2fe-cc60-5f02-bffe-e1c4409e8071
https://www.muniate.gob.pe/convocatoria-cas/,8,D.Leg 1057 - Determinado (Necesidad Transitoria)-009,"S/. 1,400.00",04/10/2024,18/10/2024,NO APLICA,PRIMARIA INCOMPLETA,NO APLICA,NO APLICA,"PUNTUALIDAD, TRABAJO EN EQUIPO, TRABAJO BAJO PRESIÓN, PROACTIVO.",AYUDANTE DE RECOLECCIÓN,Municipalidad  Distrital De Ate,729723e9-6169-5aed-a3fa-d44a6e99c468
https://www.muniate.gob.pe/convocatoria-cas/,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-009,"S/. 1,400.00",04/10/2024,18/10/2024,NO APLICA,PRIMARIA INCOMPLETA,NO APLICA,NO APLICA,"PUNTUALIDAD, TRABAJO EN EQUIPO, TRABAJO BAJO PRESIÓN, PROACTIVO.",AYUDANTE DE RECOLECCIÓN,Municipalidad  Distrital De Ate,729723e9-6169-5aed-a3fa-d44a6e99c468
https://www.muniate.gob.pe/convocatoria-cas/,2,D.Leg 1057 - Determinado (Necesidad Transitoria)-009,"S/. 1,200.00",04/10/2024,18/10/2024,NO APLICA,PRIMARIA INCOMPLETA,NO APLICA,NO APLICA,"PUNTUALIDAD, TRABAJO EN EQUIPO, TRABAJO BAJO PRESIÓN, PROACTIVO.",AYUDANTE DE LIMPIEZA PÚBLICA,Municipalidad  Distrital De Ate,5f2014bb-541c-56e4-ac65-4b915a4e2351
https://www.muniate.gob.pe/convocatoria-cas/,3,D.Leg 1057 - Determinado (Necesidad Transitoria)-009,"S/. 1,150.00",04/10/2024,18/10/2024,NO APLICA,PRIMARIA INCOMPLETA,NO APLICA,CONOCIMIENTO BÁSICO DE JARDINERIA.,"CAPACIDAD PARA TRABAJAR EN EQUIPO, RESPONSABILIDAD Y COMPROMISO CON LA ENTIDAD.",AYUDANTE DE AREAS VERDES,Municipalidad  Distrital De Ate,b501a586-92c0-506b-a70e-e14dfb75d0c0
https://www.migraciones.gob.pe/oportunidades_laborales_2024/,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-447,"S/. 3,000.00",04/10/2024,18/10/2024,"• EXPERIENCIA GENERAL: MÍNIMA DE TRES (03) AÑOS EN EL SECTOR PÚBLICO Y/O PRIVADO.
• EXPERIENCIA ESPECÍFICA: MÍNIMA DE DOS (02) AÑOS EN PUESTO Y/O FUNCIÓN Y/O MATERIA, EN EL SECTOR PÚBLICO Y/O PRIVADO.",SECUNDARIA COMPLETA (ACREDITAR CON CERTIFICADO DEESTUDIOS SECUNDARIOS),• CURSO EN OFIMÁTICA BÁSICA (24 HORAS CONTINUAS O 40 HORAS ACUMULADAS). • DEBE CONTAR CON LICENCIA DE CONDUCIR DE VEHÍCULO MENOR (BREVETE CLASE B CATEGORÍA IIB).• ACREDITAR SOAT VIGENTE.• INDISPENSABLE CONTAR CON MOTO PROPIA Y OPERATIVA PARA EL DESEMPEÑO DE LAS FUNCIONES.,• CONOCIMIENTO EN MECÁNICA AUTOMOTRIZ • PLANIFICACIÓN DE RUTAS Y CALLES DE LIMA • SEGURIDAD VIAL • REGLAS DE TRÁNSITO.,"RESPONSABILIDAD, ORGANIZACIÓN, PLANIFICACIÓN, INICIATIVA Y TRABAJO EN EQUIPO.",AUXILIAR ADMINISTRATIVO Y MOTORIZADO,Superintendencia Nacional De Migraciones - Migraciones,b3c3e253-f677-5d8d-940e-9cd6a667a57b
https://www.migraciones.gob.pe/oportunidades_laborales_2024/,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-446,"S/. 5,000.00",04/10/2024,18/10/2024,"• EXPERIENCIA GENERAL: MÍNIMA DE CUATRO (04) AÑOS EN EL SECTOR PÚBLICO Y/O PRIVADO.
• EXPERIENCIA ESPECÍFICA: MÍNIMA DE DOS (02) AÑOS EN EL PUESTO Y/O FUNCIÓN Y/O MATERIA, EN EL SECTOR PÚBLICO Y/O PRIVADO, DE LOS CUALES UN (01) AÑO, EN EL SECTOR PÚBLICO.","BACHILLER EN LAS CARRERAS DE PSICOLOGÍA, CIENCIAS DE LA COMUNICACIÓN, INGENIERÍA INDUSTRIAL.",'•DIPLOMADO Y/O PROGRAMA DE ESPECIALIZACIÓN EN GESTIÓN DE RECURSOS HUMANOS. •CURSO EN GESTIÓN DE POTENCIAL HUMANO POR INDICADORES Y/O INDICADORES DE GESTIÓN DE RECURSOS HUMANOS. (24 HORAS CONTINUAS O 40 HORAS ACUMULADAS) •CURSO DE CLIMA LABORAL Y/O CULTURA ORGANIZACIONAL Y/O DESARROLLO DE PERSONAS (24 HORAS CONTINUAS O 40 HORAS ACUMULADAS),'• CONOCIMIENTO EN GESTIÓN PÚBLICA. • MANEJO DE VARIABLES DE CLIMA Y CULTURA ORGANIZACIONAL. • METODOLOGÍAS PARA LOS PROCESOS DE CLIMA Y CULTURA ORGANIZACIONAL. - OFIMÁTICA A NIVEL INTERMEDIO.,"COOPERACIÓN, INICIATIVA, ORGANIZACIÓN DE INFORMACIÓN Y CONTROL.",ANALISTA EN CULTURA Y CLIMA ORGANIZACIONAL,Superintendencia Nacional De Migraciones - Migraciones,1598425a-0afc-568b-bf1a-c88792695708
https://portal.sanbartolome.gob.pe/index.php/convocatorias/convocatorias-cas,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-003,"S/. 3,014.19",04/10/2024,18/10/2024,"1 AÑO DE EXPERIENCIA EN ENFERMERÍA EN UN ESTABLECIMIENTO DE SALUD, YA SEA EN EL SECTOR PÚBLICO O PRIVADO. 6 MESES COMO ENFERMERA EN EL SERVICIO DEL CUIDADO CTÍTICO DEL RN. 6 MESES EN EL PUESTO EN EL SECTOR PUBLICO.",LICENCIADO(A) EN ENFERMERIA,NO REQUERIDO,"CONOCIMIENTOS EN ATENCIÓN DIRECTA AL PACIENTE  CRÍTICOS  PEDIATRICO, NEONATOS Y QUIRÚRGICOS EN UN ESTABLECIMIENTO DE SALUD. REALIZAR EL TRIAJE DE PACIENTES ADECUADAMENTE, PERMITIENDO LA PRIORIDAD DE ATENCIÓN A LOS USUARIOS EN BASE A SUS NECESIDADES TERAPEÚTICAS. CONOCIMIENTO, HABILIDAD  Y DESTREZA PARA ATENDER EMERGENCIAS Y URGENCIAS A PACIENTES. CONOCIMIENTOS DE MEDIDAS DE BIOSEGURIDAD.                                                                                                                                                             (5) CONOCIMIENTO EN MEDIDAS PREVENTIVAS DE SALUD.","TRABAJO EN EQUIPO, COMUNICACIÓN ASERTIVA, TOMA DE DECISIONES                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          COMPORTAMIENTO ÉTICO: HONESTIDAD, RESPONSABILIDAD Y SOLIDARIDAD. UTILIZACIÓN DE LA TECNOLOGIA DE INFORMACIÓN Y COMUNICACIÓN IDENTIFICAR Y SOLUCIONAR PROBLEMAS, CON PENSAMIENTO CRITICO. MANEJO DE EMOCIONES EN SITUACIONES DE CONFLICTO.",ENFERMERA.,Hospital Nac Docente M Yn San Bartolome,54d2d330-ebf6-5bf6-afc0-067169e3ed79
https://www.mimp.gob.pe/convocatorias/casmimp/contenidos/convocatorias-todas-2024.php,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-266,"S/. 10,000.00",04/10/2024,18/10/2024,"07 AÑOS DE EXPERIENCIA LABORAL EN EL SECTOR PÚBLICO Y/O PRIVADO. // 05 AÑOS DE EXPERIENCIA ESPECÍFICA RELACIONADO EN FUNCIÓN O LA MATERIA. // 03 AÑOS COMO ESPECIALISTA, QUE DEBEN FORMAR PARTE DE LOS 05 AÑOS EN LA FUNCIÓN O MATERIA. // 03 AÑOS EN EL SECTOR PÚBLICO, QUE DEBE FORMAR PARTE DE LOS 05 AÑOS EN LA FUNCIÓN O MATERIA.","TÍTULO UNIVERSITARIO ADMINISTRACIÓN, INGENIERÍA INDUSTRIAL, GESTIÓN Y ALTA DIRECCIÓN, ECONOMÍA, CONTABILIDAD Y/O CARRERAS AFINES.  // EGRESADO DE MAESTRÍA EN GESTIÓN PÚBLICA Y/O PROGRAMAS Y PROYECTOS SOCIALES, Y/O ESPECIALIZACIÓN EN CONTRATACIONES CON EL ESTADO Y/O PLANEAMIENTO Y/O PRESUPUESTO, Y/O PLANIFICACIÓN.",DIPLOMADO Y/O PROGRAMA DE ESPECIALIZACIÓN EN GESTIÓN PÚBLICA Y/O DERECHOS HUMANOS Y/O PROGRAMAS Y PROYECTOS. // CURSO EN DIRECCIÓN Y GESTIÓN DE PROYECTOS DE INVERSIÓN PÚBLICA.,"CONOCIMIENTO EN PLANIFICACIÓN, GESTIÓN ESTRATÉGICA, GESTIÓN PÚBLICA, DERECHOS HUMANOS, GERENCIA Y DIRECCIÓN.  // PROCESADOR DE TEXTOS NIVEL BÁSICO, HOJA DE CÁLCULO NIVEL BÁSICO, PROGRAMAS DE PRESENTACIÓN NIVEL BÁSICO.","PROACTIVIDAD E INICIATIVA, CAPACIDAD PARA ANÁLISIS Y SÍNTESIS; CONFIDENCIALIDAD; CAPACIDAD DE TRABAJAR BAJO PRESIÓN, TRABAJO EN EQUIPO, INNOVACIÓN, CAPACIDAD DE ADAPTACIÓN, ORIENTACIÓN A RESULTADOS.",COORDINADOR TECNICO DE LA DPE,Ministerio De La Mujer Y Poblaciones Vulnerables,c7e5b99a-8027-5945-97ff-19b4dd115af4
https://www.irtp.gob.pe/convocatorias,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-001,"S/. 3,000.00",04/10/2024,18/10/2024,SE PRECISARA EN LAS BASES,SE PRECISARA EN LAS BASES,SE PRECISARA EN LAS BASES,SE PRECISARA EN LAS BASES,SE PRECISARA EN LAS BASES,ASISTENTE ADMINISTRATIVO,Instituto Nacional De Radio Y Television Del Peru - Irtp,3ca75f4c-6997-57f7-be1d-ef5e348e01d1
https://convocatorias.pcm.gob.pe/,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-235,"S/. 7,000.00",04/10/2024,18/10/2024,"EXPERIENCIA GENERAL: CUATRO (4) AÑOS EN EL SECTOR PÚBLICO O PRIVADO.
EXPERIENCIA ESPECÍFICA: 
* TRES (3) AÑOS EN LA FUNCIÓN O LA MATERIA.
* UN (1) AÑO EN EL SECTOR PÚBLICO, QUE DEBE FORMAR PARTE DE LOS TRES (3) AÑOS EN LA FUNCIÓN O LA MATERIA.",BACHILLER UNIVERSITARIO EN DERECHO,CURSOS EN ÉTICA PÚBLICA O INTEGRIDAD PÚBLICA O DERECHO ADMINISTRATIVO O PROCEDIMIENTO ADMINISTRATIVO SANCIONADOR O CONTROL INTERNO O GESTIÓN DE DENUNCIAS O AFINES A LA MATERIA. (MÍNIMO 60 HORAS ACUMULADOS).,"CONOCIMIENTOS TÉCNICOS EN LA POLÍTICA NACIONAL DE INTEGRIDAD Y LUCHA CONTRA LA CORRUPCIÓN, “LINEAMIENTOS PARA FORTALECER UNA CULTURA DE INTEGRIDAD EN LAS ENTIDADES DEL SECTOR PÚBLICO” (RESOLUCIÓN DE SECRETARÍA DE INTEGRIDAD PÚBLICA N° 002-2021-PCM/SIP), DECRETO LEGISLATIVO N° 1327, QUE ESTABLECE MEDIDAS DE PROTECCIÓN PARA EL DENUNCIANTE DE ACTOS DE CORRUPCIÓN Y SANCIONA LAS DENUNCIAS REALIZADAS DE MALA FE Y SU REGLAMENTO APROBADO MEDIANTE DECRETO SUPREMO N° 010-2017-JUS, DIRECTIVA N° 002-2023-PCM-SIP “DIRECTIVA PARA LA GESTIÓN DE DENUNCIAS Y SOLICITUDES DE MEDIDAS DE PROTECCIÓN AL DENUNCIANTE DE ACTOS DE CORRUPCIÓN RECIBIDAS A TRAVÉS DE LA PLATAFORMA DIGITAL ÚNICA DE DENUNCIAS DEL CIUDADANO” (RESOLUCIÓN DE SECRETARÍA DE INTEGRIDAD PÚBLICA N° 005-2023- PCM/SIP). CONOCIMIENTOS DE PROCESADOR DE TEXTOS Y PROGRAMA DE PRESENTACIONES A NIVEL BÁSICO. CONOCIMIENTOS DE HOJAS DE CÁLCULO A NIVEL INTERMEDIO.","ORIENTACIÓN A RESULTADOS, VOCACIÓN DE SERVICIO, TRABAJO EN EQUIPO, ORGANIZACIÓN, ANÁLISIS, SÍNTESIS, COMUNICACIÓN ORAL, REDACCIÓN E INICIATIVA.",ANALISTA EN GESTIÓN DE DENUNCIAS,Presidencia Del Consejo De Ministros,babc8521-d9d1-59de-a54c-f478201ca92b
https://www.defensoria.gob.pe/convocatorias/convocatorias-cas.php,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-138,"S/. 5,000.00",04/10/2024,18/10/2024,"C) EXPERIENCIA GENERAL TRES (03) AÑOS.
D) EXPERIENCIA ESPECÍFICA:
A) INDIQUE EL TIEMPO DE EXPERIENCIA ESPECÍFICA REQUERIDA EN LA FUNCIÓN O LA
MATERIA: DOS (02) AÑOS.
B) INDIQUE EL TIEMPO DE EXPERIENCIA ESPECÍFICA REQUERIDA EN EL PUESTO O
CARGO (PRECISANDO ESTE): UN (01) AÑO COMO AUXILIAR O ASISTENTE.
C) INDIQUE EL TIEMPO DE EXPERIENCIA ESPECÍFICA REQUERIDA EN EL SECTOR
PÚBLICO: UN (01) AÑO.
E) OTROS ASPECTOS COMPLEMENTARIOS: NO APLICA.",TÍTULO UNIVERSITARIO PROFESIONAL EN ECONOMÍA,CURSOS Y/O PROGRAMAS DE ESPECIALIZACIÓN REQUERIDOS Y SUSTENTADOS CON DOCUMENTOS: CURSOS EN GESTIÓN PÚBLICA O GESTIÓN DE PROYECTOS (MÍNIMO 24 HORAS ACUMULABLES).,CONOCIMIENTOS TÉCNICOS PRINCIPALES REQUERIDOS PARA EL PUESTO (NO REQUIERE DOCUMENTACIÓN SUSTENTATORIA): POLÍTICAS PÚBLICAS Y GESTIÓN ESTATAL.,"ANÁLISIS, COMUNICACIÓN ORAL, COOPERACIÓN, AUTOCONTROL.",ANALISTA EN ECONOMÍA,Defensoria Del Pueblo,931f79e8-b04e-5ebf-a60e-80ef83b85295
https://portal.sanbartolome.gob.pe/index.php/convocatorias/convocatorias-cas,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-003,"S/. 2,814.19",04/10/2024,18/10/2024,"UN (01) AÑO  DE EXPERIENCIA LABORAL EN EL SECTOR PUBLICO Y/O PRIVADO, SEIS (06) MESES COMO MÍNIMO DE EXPERIENCIA EN FUNCIONES RELACIONADAS CON LAS FUNCIONES DEL PUESTO Y  SEIS (06) MESES EXPERIENCIA EN EL PUESTO EN EL SECTOR PUBLICO.","BACHILLER EN CARRERAS UNIVERSITARIAS DE CIENCIAS SOCIALES, CIENCIAS DE LA SALUD  O CARRERAS AFINES.",NO REQUERIDO,"CONOCIMIENTOS EN GESTIÓN DOCUMENTAL, REDACCIÓN DE DOCUMENTOS, TÉCNICAS DE ARCHIVOS  O AFINES A LAS FUNCIONES. CURSOS Y/O ESTUDIOS RELACIONADOS A GESTIÓN ADMINISTRATIVA.","TRABAJO EN EQUIPO, USO DE COMUNICACIÓN ACERTIVA, DINAMISMO, COMPRENSIÓN LECTORA, REDACCIÓN, ORGANIZACIÓN DE INFORMACIÓN.",ASISTENTE PROFESIONAL,Hospital Nac Docente M Yn San Bartolome,3b90f712-a18b-5b88-b587-cc9e188e5772
https://portal.sanbartolome.gob.pe/index.php/convocatorias/convocatorias-cas,1,D.Leg 1057 - Determinado (Suplencia)-003,"S/. 7,614.19",04/10/2024,18/10/2024,UN (01) AÑO EXPERIENCIA LABORAL; YA SEA EN EL SECTOR PÚBLICO O PRIVADO. SEIS (06) MESES EN EL MANEJO DE PACIENTES NEONATOS CRITICOS.. SEIS (06) MESES. EN EL SECTOR PUBLICO.,TITULO DE MEDICO CIRUJANO,NEONATOLOGIA,"CAPACITACIÓN EN EL MANEJO DE PACIENTES NEONATOS CRITICOS, REALIZACIÓN DE PROCEDIMIENTOS DE ALTA COMPLEJIDAD, CONOCIMIENTOS EN MANEJO DE VETILACIÓN MECÁNICA CONVENCIONAL Y DE ALTA FRECUENCIA.","TRABAJO EN EQUIPO, ACTITUD, VOCACIÓN DE SERVICIO Y RESPONSABILIDAD.",MEDICO ESPECIALISTA,Hospital Nac Docente M Yn San Bartolome,c0facb13-b096-5b9d-823e-4eae1d532ed4
https://www.defensoria.gob.pe/convocatorias/convocatorias-cas.php,1,D.Leg 1057 - Determinado (Suplencia)-126,"S/. 9,000.00",04/10/2024,18/10/2024,"C) EXPERIENCIA GENERAL SEIS (06) AÑOS.
D) EXPERIENCIA ESPECÍFICA: 
EXPERIENCIA EN EL SECTOR PÚBLICO O PRIVADO: CUATRO (04) AÑOS EN CARGOS O FUNCIONES EQUIVALENTES AL PUESTO.
EXPERIENCIA EN EL SECTOR PÚBLICO: TRES (03) AÑOS EN CARGOS O FUNCIONES EQUIVALENTES AL PUESTO.
NIVEL MÍNIMO DE PUESTO: ANALISTA
E) EXPERIENCIA EN OTROS ASPECTOS COMPLEMENTARIOS: HABER PARTICIPADO EN CALIDAD DE AUTOR, COAUTOR O COLABORADOR EN INVESTIGACIONES SOBRE CONFLICTOS SOCIALES. LA INVESTIGACIÓN DEBE HABER SIDO PUBLICADA ( VERSIÓN IMPRESA O EN LÍNEA).",TÍTULO UNIVERSITARIO PROFESIONAL EN DERECHO Ó ECONOMÍA.,"CURSOS Y/O PROGRAMAS DE ESPECIALIZACIÓN REQUERIDOS Y SUSTENTADOS CON DOCUMENTOS: PROGRAMA DE ESPECIALIZACIÓN O DIPLOMADO CONCLUIDO EN CONFLICTOS SOCIALES, DERECHOS HUMANOS, GESTIÓN PÚBLICA O GOBERNABILIDAD, NO MENOR A 100 HORAS CADA UNO Y CURSADO DESDE LA OBTENCIÓN DEL GRADO DE BACHILLER. (NO SE CONSIDERA ESTUDIOS DE MAESTRÍA)",CONOCIMIENTOS TÉCNICOS PRINCIPALES REQUERIDOS PARA EL PUESTO (NO REQUIERE DOCUMENTACIÓN SUSTENTATORIA): CONOCIMIENTOS TÉCNICOS EN LA DEFENSA DE DERECHOS CONSTITUCIONALES Y FUNDAMENTALES DE LA PERSONA Y LA COMUNIDAD. CONOCIMIENTOS TÉCNICOS EN LA CONFLICTOS SOCIALES.,"ANÁLISIS, COMUNICACIÓN ORAL, COOPERACIÓN, AUTOCONTROL.",ESPECIALISTA EN CONFLICTOS SOCIALES II,Defensoria Del Pueblo,e065880b-4662-5b5b-addb-647aa0907461
https://convocatorias.minsa.gob.pe/convocatorias,1,D.Leg 1057 - Determinado (Suplencia)-098,"S/. 8,000.00",04/10/2024,18/10/2024,GENERAL: EXPERIENCIA DE CINCO (5) AÑOS EN EL SECTOR PÚBLICO Y/O PRIVADO.  ESPECIFICA: EXPERIENCIA LABORAL DE DOS (2) AÑOS EN INSTALACIONES ELÉCTRICAS HOSPITALARIAS EN EL SECTOR PÚBLICO,TITULO UNIVERSITARIO EN INGENIERIA ELECTRICA / COLEGIADO Y HABILITADO / EGRESADO DE LA MAESTRIA DE GESTION PUBLICA,"CURSO DE PROGRAMACION MULTIANUAL Y FORMULACION DE PROYECTOS DE INVERSION PUBLICA - INVIERTE.PE / CURSO DE GESTION, IDENTIFICACION, FORMULACION Y EVALUACION DE PROYECTOS DE INVERSION EN TECNOLOGIA BIOMEDICAS / CURSO PARA FORMACION DE INSPECTORES TECNICOS DE SEGURIDAD EN DEFENSA CIVIL EN SALUD / CURSO DE SISTEMAS INTEGRADOS DE GESTION APLICADAS AL MANTENIMIENTO EN EL SECTOR SALUD.",CONOCIMIENTO EN MANTENIMIENTO HOSPITALARIO / CONOCIMIENTO DE NORMAS TECNICAS DE ESTABLECIMIENTOS DE SALUD / CONOCIMIENTO DE ELABORACION DE PLANES DE MANTENIMIENTO DE EQUIPOS E INFRAESTRUCTURA / OFIMATICA NIVEL BASICO / CONOCIMIENTO EN INGLES BASICO / CONOCIMIENTO EN AUTOCAD BASICO,CAPACIDAD ANALITICA Y ORGANIZATIVA / ORIENTACION AL LOGRO DE OBJETIVOS,ESPECIALISTA EN EQUIPAMIENTO HOSPITALARIO,Ministerio De Salud,c51f8682-ac18-52f3-8b45-5519cd193bb2
https://www.muniate.gob.pe/convocatoria-cas/,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-009,"S/. 2,000.00",04/10/2024,18/10/2024,EXPERIENCIA GENERAL EN EL SECTOR PÚBLICO O PRIVADO: MÍNIMO DE DOS (02) AÑOS/ EXPERIENCIA ESPECÍFICA: EN LA FUNCIÓN MINIMO UN (01) AÑO.,TÉCNICA SUPERIOR (3 O 4 AÑOS) INCOMPLETA,CURSO DE GESTIÓN PÚBLICA Y/O AFINES.,"CONOCIMIENTO DE ORDENANZAS MUNICIPALES, CONOCIMIENTO DE MECÁNICA AUTOMOTRIZ Y SEGURIDAD VIAL","AUTOCONTROL, COOPERACIÓN.",SUPERVISOR(A) DE OPERACIONES DE FISCALIZACIÓN,Municipalidad  Distrital De Ate,589fce3a-1803-58d6-a3b4-c17aa7769968
https://www.irtp.gob.pe/convocatorias,1,728-2,"S/. 6,000.00",04/10/2024,18/10/2024,SE PRECISARA EN LAS BASES,SE PRECISARA EN LAS BASES,SE PRECISARA EN LAS BASES,SE PRECISARA EN LAS BASES,SE PRECISARA EN LAS BASES,COORDINADOR,Instituto Nacional De Radio Y Television Del Peru - Irtp,5764803c-e3bc-59ef-9195-6fab524d7860
https://www.irtp.gob.pe/convocatorias,1,728-2,"S/. 4,150.00",04/10/2024,18/10/2024,SE PRECISARA EN LAS BASES,SE PRECISARA EN LAS BASES,SE PRECISARA EN LAS BASES,SE PRECISARA EN LAS BASES,SE PRECISARA EN LAS BASES,ASISTENTE,Instituto Nacional De Radio Y Television Del Peru - Irtp,18117b21-9032-500b-94ab-83a61a42f48d
