position,institution,ubication,num_conv,n_vac,wage,begin_date,end_date,id_uuid
"INSPECTOR TECNICO DE SEGURIDAD EN EDIFICACIONES (ITSE)-BASICO
",MUNICIPALIDAD DISTRITAL DE PILLCO MARCA,HUANUCO - PILLCO MARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-05,1,"S/. 1,600.00",11/10/2024,24/10/2024,c0bc4e4d-e4cd-43c4-8d75-5fad9b49c737
"FIZCALIZADOR AMBIENTAL
",MUNICIPALIDAD DISTRITAL DE PILLCO MARCA,HUANUCO - PILLCO MARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-05,1,"S/. 1,220.00",11/10/2024,24/10/2024,9e80dbd4-f521-4466-bbc4-bb82b987cafb
"FISCALIZADOR DE DESARROLLO ECONOMICO
",MUNICIPALIDAD DISTRITAL DE PILLCO MARCA,HUANUCO - PILLCO MARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-05,1,"S/. 1,220.00",11/10/2024,24/10/2024,014523cb-e2e0-4f56-ae9c-4126e091aa28
"ESPECIALISTA EN SEGURIDAD Y SALUD EN EL TRABAJO
",MUNICIPALIDAD DISTRITAL DE PILLCO MARCA,HUANUCO - PILLCO MARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-05,1,"S/. 1,800.00",11/10/2024,24/10/2024,e70cfa4b-6671-4537-98cc-1327c373af44
"ESPECIALISTA EN IMPLEMENTACION Y CONTROL
",MUNICIPALIDAD DISTRITAL DE PILLCO MARCA,HUANUCO - PILLCO MARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-05,1,"S/. 1,800.00",11/10/2024,24/10/2024,66b6534b-e501-4290-bc66-c8d536b2446e
"ESPECIALISTA EN EJECUCION COACTIVA
",MUNICIPALIDAD DISTRITAL DE PILLCO MARCA,HUANUCO - PILLCO MARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-05,1,"S/. 1,700.00",11/10/2024,24/10/2024,f7d89e76-acee-4fdd-8f09-650a1aea60b1
"ESPECIALISTA DISEÑADOR GRAFICO DIGITAL
",MUNICIPALIDAD DISTRITAL DE PILLCO MARCA,HUANUCO - PILLCO MARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-05,1,"S/. 1,600.00",11/10/2024,24/10/2024,b486a985-e297-491a-ba3a-20b9711d8599
"ESPECIALISTA DE CONTENIDO AUDIOVISUAL
",MUNICIPALIDAD DISTRITAL DE PILLCO MARCA,HUANUCO - PILLCO MARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-05,1,"S/. 1,600.00",11/10/2024,24/10/2024,32813cb6-bfaf-44ce-979f-89edc12cd6a6
"ESPECIALISTA  EN PROCEDIMIENTO ADMINISTRATIVO SANCIONADOR
",MUNICIPALIDAD DISTRITAL DE PILLCO MARCA,HUANUCO - PILLCO MARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-05,1,"S/. 1,700.00",11/10/2024,24/10/2024,77acc9e5-5ff0-4ef2-a6af-ca699b0c642d
"CHOFER DE UNIDAD DE SERENAZGO
",MUNICIPALIDAD DISTRITAL DE PILLCO MARCA,HUANUCO - PILLCO MARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-05,3,"S/. 1,450.00",11/10/2024,24/10/2024,5be19784-c884-4e0f-a098-0d8a4d31f818
"CHOFER DE CAMION VOLQUETE/COMPACTADORA
",MUNICIPALIDAD DISTRITAL DE PILLCO MARCA,HUANUCO - PILLCO MARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-05,1,"S/. 1,600.00",11/10/2024,24/10/2024,89f08f85-87d5-44a0-80f6-c83e0bbfb5d4
"ASISTENTE TECNICO
",MUNICIPALIDAD DISTRITAL DE PILLCO MARCA,HUANUCO - PILLCO MARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-05,1,"S/. 1,250.00",11/10/2024,24/10/2024,4db8d0b2-6f9c-4f82-b08e-3b6eabe76450
"ASISTENTE LEGAL TRIBUTARIO
",MUNICIPALIDAD DISTRITAL DE PILLCO MARCA,HUANUCO - PILLCO MARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-5,1,"S/. 1,250.00",11/10/2024,24/10/2024,29987a13-d659-48bd-8755-b41e822d3a58
"ASISTENTE LEGAL  II
",MUNICIPALIDAD DISTRITAL DE PILLCO MARCA,HUANUCO - PILLCO MARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-05,1,"S/. 1,250.00",11/10/2024,24/10/2024,1df4c089-d830-403f-b000-b72e99eb4d24
"ASISTENTE LEGAL
",MUNICIPALIDAD DISTRITAL DE PILLCO MARCA,HUANUCO - PILLCO MARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-5,1,"S/. 1,250.00",11/10/2024,24/10/2024,ad91f640-73aa-4683-8689-6f1907be6410
"ASISTENTE EN RECURSOS HUMANOS
",MUNICIPALIDAD DISTRITAL DE PILLCO MARCA,HUANUCO - PILLCO MARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-05,1,"S/. 1,400.00",11/10/2024,24/10/2024,fac2c295-736c-4551-a90b-7b3bf27052e6
"ASISTENTE DE TESORERIA
",MUNICIPALIDAD DISTRITAL DE PILLCO MARCA,HUANUCO - PILLCO MARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-05,1,"S/. 1,300.00",11/10/2024,24/10/2024,299b8be6-92b1-4389-9fc3-800d16c8211f
"ASISTENTE DE GERENCIA MUNICIPAL
",MUNICIPALIDAD DISTRITAL DE PILLCO MARCA,HUANUCO - PILLCO MARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-5,1,"S/. 1,400.00",11/10/2024,24/10/2024,39190d6a-c78c-4f7f-86d0-574f6711ce01
"ASISTENTE ADMINISTRATIVO - CIAM
",MUNICIPALIDAD DISTRITAL DE PILLCO MARCA,HUANUCO - PILLCO MARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-05,1,"S/. 1,250.00",11/10/2024,24/10/2024,2ad0ccd0-0855-4400-b3a7-09ee1c865e75
"ASISTENTE ADMINISTRATIVO - CAJA
",MUNICIPALIDAD DISTRITAL DE PILLCO MARCA,HUANUCO - PILLCO MARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-05,1,"S/. 1,250.00",11/10/2024,24/10/2024,9cf2a6d0-f265-46b0-899e-be749ad03ec6
"AUXILIAR I
",UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA,HUANUCO - RUPA-RUPA,276-18,1,"S/. 1,070.00",11/10/2024,24/10/2024,79e983e1-27b2-4cc1-a0d8-215b6dff55ad
"TECNICO EN ESCALAFON
",UNIDAD EJECUTORA 304 EDUCACION UGEL PACHITEA,HUANUCO - PANAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-15,1,"S/. 1,914.19",10/10/2024,23/10/2024,96b68004-09e2-41e4-a0f6-dfa5f5671c8e
"ESTADISTICO
",UNIDAD EJECUTORA 304 EDUCACION UGEL PACHITEA,HUANUCO - PANAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-15,1,"S/. 2,414.19",10/10/2024,23/10/2024,fee83c0d-cb5e-403e-a8d5-14574e852809
"ESPECIALISTA EN COMUNICACION SOCIAL
",UNIDAD EJECUTORA 304 EDUCACION UGEL PACHITEA,HUANUCO - PANAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-14,1,"S/. 2,650.00",10/10/2024,23/10/2024,1d74e66c-7d9e-49f3-965f-a17d9a9834cf
"PERSONAL DE LIMPIEZA Y MANTENIMIENTO
",UNIDAD EJECUTORA 306 EDUCACION UGEL PUERTO INCA,HUANUCO - CODO DEL POZUZO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-22,1,"S/. 1,264.19",10/10/2024,23/10/2024,2754bd69-82dc-4333-92cc-76a56adb9709
"GESTOR LOCAL PARA LA UNIDAD  TERRITORIAL HUANUCO - SUPLENCIA
",PROGRAMA NACIONAL DE APOYO DIRECTO A LOS MAS POBRES,HUANUCO - HUANUCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-244,1,"S/. 2,000.00",10/10/2024,23/10/2024,c1d0ec9c-08e3-4158-8f3b-bc0c25afbdf5
"SECRETARIO/A (SEGUNDA CONVOCATORIA)
",SUPERINTENDENCIA NACIONAL DE FISCALIZACION LABORAL - SUNAFIL,HUANUCO - HUANUCO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-205,1,"S/. 2,500.00",10/10/2024,23/10/2024,0d4a14f8-b45c-4ce4-af82-ef9bbb4b21d4
"ESPECIALISTA  EN INFRAESTRUCTURA
",UNIDAD EJECUTORA 304 EDUCACION UGEL PACHITEA,HUANUCO - PANAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-15,1,"S/. 3,550.00",10/10/2024,23/10/2024,0f48be68-0ff8-4c7a-8e8f-f7d73b7a6082
"ENFERMERA/O
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,HUANUCO - RUPA-RUPA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-259,1,"S/. 3,000.00",09/10/2024,22/10/2024,ea1ee46d-4c14-4fc2-9a49-0b395ed4eb89
"ASISTENTE DE TUTORIA
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,HUANUCO - HUANUCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-259,3,"S/. 2,000.00",09/10/2024,22/10/2024,ab8f3ee1-e66c-452b-9085-d949be320e8b
"ASISTENTE DE TUTORÍA
",PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,HUANUCO - RUPA-RUPA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-259,7,"S/. 2,000.00",09/10/2024,22/10/2024,57b3cffa-c19d-4296-b2e4-ba985810b548
"ASISTENTE MÉDICO LEGAL
",INSTITUTO DE MEDICINA LEGAL Y CIENCIAS FORENSES,HUANUCO - HUANUCO,728-37,1,"S/. 3,701.11",07/10/2024,21/10/2024,2874fed3-c9c0-4edf-a2bd-5290ecee94e9
"TESORERO (A)
",DIRECCION REGIONAL DE EDUCACION Y CULTUR,HUANUCO - HUANUCO,276-002,1,S/. 988.00,07/10/2024,21/10/2024,eb6cbc68-c1b0-4bfe-8a4d-57f8bbd36e2d
"TECNICO ADMINISTRATIVO
",DIRECCION REGIONAL DE EDUCACION Y CULTUR,HUANUCO - HUANUCO,276-004,1,S/. 958.00,07/10/2024,21/10/2024,68b19373-f482-4032-b0da-7e2b9b48fd55
"SECRETARIA
",DIRECCION REGIONAL DE EDUCACION Y CULTUR,HUANUCO - HUANUCO,276-003,1,S/. 958.00,07/10/2024,21/10/2024,3642a4a0-10b7-4b74-b4de-57581c7ae80d
"ESPECIALISTA  ADMINISTRATIVO
",DIRECCION REGIONAL DE EDUCACION Y CULTUR,HUANUCO - HUANUCO,276-001,1,S/. 988.00,07/10/2024,21/10/2024,3eaa09a8-6bda-4c21-a6e9-d0c140587b4f
"DOS (02) ASISTENTES II PARA IMPRESIÓN DE LICENCIAS PARA LA SUB GERENCIA DE TRÁNSITO Y SEGURIDAD VIAL DE LA GERENCIA DE TRANSPORTES
",MUNICIPALIDAD PROVINCIAL DE HUANUCO,HUANUCO - HUANUCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-67,2,"S/. 2,200.00",07/10/2024,21/10/2024,d2d74ec9-638c-47fa-a360-5d693b66583e
"DOS (02) ESPECIALISTAS ADMINISTRATIVOS PARA LA SUB GERENCIA DE TRÁNSITO Y SEGURIDAD VIAL DE LA GERENCIA DE TRANSPORTES
",MUNICIPALIDAD PROVINCIAL DE HUANUCO,HUANUCO - HUANUCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-65,2,"S/. 2,500.00",07/10/2024,21/10/2024,c3021bc7-8aed-4987-8e7f-c0f268b93e91
"DOS (02) ASISTENTES PARA EVALUACIÓN DE EXAMEN DE HABILIDADES DE CONDUCCIÓN PARA LA SUB GERENCIA DE TRÁNSITO Y SEGURIDAD VIAL DE LA GERENCIA DE TRANSPORTES
",MUNICIPALIDAD PROVINCIAL DE HUANUCO,HUANUCO - HUANUCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-69,2,"S/. 2,200.00",07/10/2024,21/10/2024,3227cded-44b2-4387-9484-f58484e81189
"DOS (02) ASISTENTES PARA EVALUACIÓN DE CONOCIMIENTO PARA LA SUB GERENCIA DE TRÁNSITO Y SEGURIDAD VIAL DE LA GERENCIA DE TRANSPORTES
",MUNICIPALIDAD PROVINCIAL DE HUANUCO,HUANUCO - HUANUCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-70,2,"S/. 2,200.00",07/10/2024,21/10/2024,b622dde6-62a3-48ac-abc5-206a5da1bc3f
"DOS (02) ASISTENTES III PARA LA SUB GERENCIA DE TRÁNSITO Y SEGURIDAD VIAL DE LA GERENCIA DE TRANSPORTES
",MUNICIPALIDAD PROVINCIAL DE HUANUCO,HUANUCO - HUANUCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-68,2,"S/. 2,200.00",07/10/2024,21/10/2024,e7c29a40-76a6-42a4-939f-b16dddf81bb7
"SEIS (06) ASISTENTES I PARA LA SUB GERENCIA DE TRÁNSITO Y SEGURIDAD VIAL DE LA GERENCIA DE TRANSPORTES
",MUNICIPALIDAD PROVINCIAL DE HUANUCO,HUANUCO - HUANUCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-66,6,"S/. 2,000.00",07/10/2024,21/10/2024,bcbe1579-1e24-48ce-809d-2cad6e007ce0
"ESPECIALISTA EN PROCESOS ADMINISTRATIVOS DISCIPLINARIOS
",UNIDAD EJECUTORA EDUCACION UGEL HUACAYBAMBA,HUANUCO - HUACAYBAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-13,1,"S/. 2,714.19",04/10/2024,18/10/2024,537a0e13-2d9e-4a6e-a4d5-1916cb4f7471
"TÉCNICO/A EN ENFERMERÍA
",MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES,HUANUCO - HUANUCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-268,1,"S/. 2,000.00",04/10/2024,18/10/2024,4891acb7-e4e2-4f3a-83f5-fc348c8d93cc
"ENFERMERIA(O)
",UNIDAD EJECUTORA: 407 RED DE SALUD PUERTO INCA,HUANUCO - CODO DEL POZUZO,276-02,1,"S/. 3,445.00",04/10/2024,18/10/2024,7c8d4e26-4f9b-48f6-ab73-49061655538a
"GERENTE DE ADMINISTRACIÒN TRIBUTARIA
",MUNICIPALIDAD DISTRITAL DE CASTILLO GRANDE,HUANUCO - CASTILLO GRANDE,276-01,1,"S/. 2,500.00",04/10/2024,18/10/2024,6b5d6b92-5da4-4813-9dc3-78a1c6d3ee50
"GERENTE DE PLANIFICACION Y PRESUPUESTO
",MUNICIPALIDAD DISTRITAL DE CASTILLO GRANDE,HUANUCO - CASTILLO GRANDE,276-01,1,"S/. 2,800.00",04/10/2024,18/10/2024,f59b8d37-d12a-4d0d-b3b7-14bbe42de14e
"GERENTE DE DESARROLLO SOCIAL Y SERVICIOS COMUNALES
",MUNICIPALIDAD DISTRITAL DE CASTILLO GRANDE,HUANUCO - CASTILLO GRANDE,276-01,1,"S/. 2,800.00",04/10/2024,18/10/2024,9bfa2655-dd05-4b5a-9df8-ab69d72fe511
"PERSONAL DE LIMPIEZA
",RED DE SALUD YAROWILCA,HUANUCO - CHAVINILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-10,1,"S/. 1,300.00",04/10/2024,18/10/2024,9cc0d0b5-e35d-41e9-81f2-c2ea74b06ad3
"AUXILIAR EN TOPOGRAFIA
",ORGANISMO DE FORMALIZACION DE LA PROPIEDAD INFORMAL - COFOPRI,HUANUCO - HUANUCO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-286,1,"S/. 2,200.00",02/10/2024,16/10/2024,3ac5f45f-1e24-441b-8c84-b0f05ee60876
"AYUDANTE DE COCINA
",UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA,HUANUCO - RUPA-RUPA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-34,1,"S/. 1,214.19",02/10/2024,16/10/2024,99b37ad7-25f5-4795-a1e9-c6e262f02012
"TECNICO ASISTENCIAL
",UNIDAD EJECUTORA N° 404 RED DE SALUD HUANUCO,HUANUCO - CHINCHAO,276-1,1,"S/. 2,755.00",01/10/2024,15/10/2024,0003d9fb-1ec5-4619-8350-d69a0263259a
"MEDICO
",UNIDAD EJECUTORA N° 404 RED DE SALUD HUANUCO,HUANUCO - CHINCHAO,276-1,1,"S/. 6,624.00",01/10/2024,15/10/2024,497d13b6-99c2-434e-b38e-dc35cb32dfb9
"AUXILIAR EN ARCHIVO
",PROGRAMA NACIONAL CUNA MAS,HUANUCO - CHINCHAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1170,1,"S/. 1,614.19",01/10/2024,15/10/2024,36f7f2bd-73d7-4415-afe4-38590d9bb499
"OBSTETRA
",UNIDAD EJECUTORA N° 404 RED DE SALUD HUANUCO,HUANUCO - CHURUBAMBA,276-1,1,"S/. 5,300.00",01/10/2024,15/10/2024,c84689d5-2350-4120-859b-decea278adf8
"ENFERMERA / O
",UNIDAD EJECUTORA N° 404 RED DE SALUD HUANUCO,HUANUCO - CHURUBAMBA,276-1,1,"S/. 5,300.00",01/10/2024,15/10/2024,eda67a0f-a13f-4878-b295-f9871fdcc21c
"TECNICO EN ENFERMERIA I
",UNIDAD EJECUTORA N° 404 RED DE SALUD HUANUCO,HUANUCO - MARGOS,276-1,1,"S/. 2,755.00",01/10/2024,15/10/2024,dd9a9d69-282b-437b-bcd3-29746d1cf2c1
"SECRETARIA
",DIRECCION REGIONAL DE AGRICULTURA HUANUCO,HUANUCO - RIPAN,276-005,1,"S/. 3,163.33",01/10/2024,15/10/2024,ac9d86fb-c2b6-4a42-850a-f7ba33c9118f
"TECNICO EN NUTRICION I
",UNIDAD EJECUTORA N° 404 RED DE SALUD HUANUCO,HUANUCO - HUANUCO,276-1,1,"S/. 2,755.00",01/10/2024,15/10/2024,6a71a4e6-1654-4a14-b229-70cf239d6dcc
"OBSTETRA
",UNIDAD EJECUTORA N° 404 RED DE SALUD HUANUCO,HUANUCO - HUANUCO,276-1,1,"S/. 5,300.00",01/10/2024,15/10/2024,8564ee98-7375-4f9c-b530-c8c3277ea11f
"MEDICO
",UNIDAD EJECUTORA N° 404 RED DE SALUD HUANUCO,HUANUCO - HUANUCO,276-1,1,"S/. 6,624.00",01/10/2024,15/10/2024,8d49795d-61ae-4dd2-8858-9f788d91e051
"ENFERMERA / O
",UNIDAD EJECUTORA N° 404 RED DE SALUD HUANUCO,HUANUCO - HUANUCO,276-1,1,"S/. 5,300.00",01/10/2024,15/10/2024,75cc4f16-55f8-4548-a01d-4356e79d5df0
"ENFERMERA / O
",UNIDAD EJECUTORA N° 404 RED DE SALUD HUANUCO,HUANUCO - HUANUCO,276-1,1,"S/. 5,300.00",01/10/2024,15/10/2024,e09fbc03-1104-4f3a-81e9-1ba0b7ec9cb1
"AUXILIAR ADMINISTRATIVO
",UNIDAD EJECUTORA N° 404 RED DE SALUD HUANUCO,HUANUCO - HUANUCO,276-1,1,"S/. 3,240.33",01/10/2024,15/10/2024,60ec9bd5-47b4-49ce-ab7d-651b96553096
"TRABAJADOR SOCIAL
",UNIDAD EJECUTORA N° 404 RED DE SALUD HUANUCO,HUANUCO - AMARILIS,276-1,1,"S/. 5,300.00",01/10/2024,15/10/2024,72e80a35-5d9c-435e-8450-e4b7977ddd02
"TECNICO EN SALUD O INSPECTOR SANITARIO
",UNIDAD EJECUTORA N° 404 RED DE SALUD HUANUCO,HUANUCO - AMARILIS,276-1,1,"S/. 2,755.00",01/10/2024,15/10/2024,25be1b8d-489e-4944-969a-d0750794cadd
"TECNICO EN SALUD O INSPECTOR SANITARIO
",UNIDAD EJECUTORA N° 404 RED DE SALUD HUANUCO,HUANUCO - AMARILIS,276-1,1,"S/. 2,755.00",01/10/2024,15/10/2024,fb73f5f4-407c-4c71-9a8a-6a29bf4ce835
"TECNICO EN LABORATORIO CLINICO
",UNIDAD EJECUTORA N° 404 RED DE SALUD HUANUCO,HUANUCO - AMARILIS,276-1,1,"S/. 2,755.00",01/10/2024,15/10/2024,f07ce0fa-01a6-4ec0-890d-123be28209a9
"TECNICO ASISTENCIAL
",UNIDAD EJECUTORA N° 404 RED DE SALUD HUANUCO,HUANUCO - AMARILIS,276-1,1,"S/. 2,755.00",01/10/2024,15/10/2024,2b6aed89-777f-4ce6-b34a-6611be81f0db
"TECNICO ADMINISTRATIVO II
",UNIDAD EJECUTORA N° 404 RED DE SALUD HUANUCO,HUANUCO - AMARILIS,276-1,1,"S/. 3,285.33",01/10/2024,15/10/2024,2e0c6bdc-eed4-4243-966e-1b4d3ff7948c
"TECNICO ADMINISTRATIVO I
",UNIDAD EJECUTORA N° 404 RED DE SALUD HUANUCO,HUANUCO - AMARILIS,276-1,1,"S/. 3,285.33",01/10/2024,15/10/2024,338248c1-9e49-45f5-b949-69d1e3870931
"TECNICO ADMINISTRATIVO I
",UNIDAD EJECUTORA N° 404 RED DE SALUD HUANUCO,HUANUCO - AMARILIS,276-1,1,"S/. 3,285.33",01/10/2024,15/10/2024,591fbd91-b5f9-4cc5-9af6-2155c4fbf39d
"TECNICO ADMINISTRATIVO
",DIRECCION REGIONAL DE AGRICULTURA HUANUCO,HUANUCO - AMARILIS,276-005,1,"S/. 3,172.33",01/10/2024,15/10/2024,a2986248-63d4-4e66-b162-dfc92299484f
"PLANIFICADOR
",DIRECCION REGIONAL DE AGRICULTURA HUANUCO,HUANUCO - AMARILIS,276-005,1,"S/. 3,306.33",01/10/2024,15/10/2024,78ff34df-e93b-4e24-85e3-f1fd29f9f300
"ESPECIALISTA EN PLANEAMIENTO I
",UNIDAD EJECUTORA N° 404 RED DE SALUD HUANUCO,HUANUCO - AMARILIS,276-1,1,"S/. 3,392.33",01/10/2024,15/10/2024,78f293c3-7955-4abe-80c0-3d4463f502f4
"ENFERMERA/O
",UNIDAD EJECUTORA N° 404 RED DE SALUD HUANUCO,HUANUCO - AMARILIS,276-1,1,"S/. 5,300.00",01/10/2024,15/10/2024,9ac135ac-d25d-447b-8129-18e863de9cb9
"ENFERMERA
",UNIDAD EJECUTORA N° 404 RED DE SALUD HUANUCO,HUANUCO - AMARILIS,276-1,1,"S/. 5,300.00",01/10/2024,15/10/2024,0af55360-d9fc-432b-887f-6e8e4e346f6f
"CONTADOR
",DIRECCION REGIONAL DE AGRICULTURA HUANUCO,HUANUCO - AMARILIS,276-005,1,"S/. 3,252.33",01/10/2024,15/10/2024,3cb5bd3c-c976-4dc1-aab6-201a1c0699ef
"AUXILIAR ASISTENCIAL
",UNIDAD EJECUTORA N° 404 RED DE SALUD HUANUCO,HUANUCO - AMARILIS,276-1,1,"S/. 2,697.00",01/10/2024,15/10/2024,3bfd2c11-a669-467f-a4d9-d177abb27d88
"AUXILIAR ASISTENCIAL
",UNIDAD EJECUTORA N° 404 RED DE SALUD HUANUCO,HUANUCO - AMARILIS,276-1,1,"S/. 2,697.00",01/10/2024,15/10/2024,55544946-ed0b-43b1-91d0-f56f262b1b7d
"AUXILIAR ADMINISTRATIVO
",UNIDAD EJECUTORA N° 404 RED DE SALUD HUANUCO,HUANUCO - AMARILIS,276-1,1,"S/. 3,240.33",01/10/2024,15/10/2024,8b3bd174-f649-47f6-80d8-230e616a0ae8
"TECNICO EN INFORMATICA
",UNIDAD EJECUTORA N° 404 RED DE SALUD HUANUCO,HUANUCO - SANTA MARIA DEL VALLE,276-1,1,"S/. 3,285.33",01/10/2024,15/10/2024,cc83d77f-87da-486f-a4cc-2efd8e0afa0b
"TECNICO ASISTENCIAL
",UNIDAD EJECUTORA N° 404 RED DE SALUD HUANUCO,HUANUCO - SANTA MARIA DEL VALLE,276-1,1,"S/. 2,755.00",01/10/2024,15/10/2024,ae9c3937-2f80-43e7-ab2f-b9b5a83ba1b2
"OBSTETRA
",UNIDAD EJECUTORA N° 404 RED DE SALUD HUANUCO,HUANUCO - SANTA MARIA DEL VALLE,276-1,1,"S/. 5,300.00",01/10/2024,15/10/2024,c29f4c19-cfef-4d2b-8b14-448da3cc1f34
"ENFERMERA / O
",UNIDAD EJECUTORA N° 404 RED DE SALUD HUANUCO,HUANUCO - SANTA MARIA DEL VALLE,276-1,1,"S/. 5,300.00",01/10/2024,15/10/2024,8e326d63-2552-4c59-acd4-c2f77017d8b0
"PSICOLOGO(A)
",UNIDAD EJECUTORA 305 EDUCACION UGEL HUAMALIES,HUANUCO - LLATA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-020,3,"S/. 2,614.19",30/09/2024,14/10/2024,e8db2719-7a2b-449d-a970-4137921fa180
"ASISTENTE ADMINISTRATIVO DE DEMUNA
",MUNICIPALIDAD PROVINCIAL DE YAROWILCA,HUANUCO - CHAVINILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-3,1,"S/. 2,300.00",30/09/2024,14/10/2024,98121211-e154-4ab7-9bd1-2b6d3eb1c63f
"INGENIERO/A RESIDENTE DE OBRA _ OBRA: “CONSTRUCCION DEL CANAL DE RIEGO LAS MERCEDES – LA VICTORIA – 07 DE OCTUBRE, DISTRITO DE JOSE CRESPO Y CASTILLO, PROVINCIA DE LEONCIO PRADO– HUANUCO”,
",PROYECTO ESPECIAL ALTO HUALLAGA,HUANUCO - RUPA-RUPA,728-005,1,"S/. 6,950.00",30/09/2024,14/10/2024,3322e931-6fa7-45af-841a-a0f82e55fc41
"INGENIERO DE CALIDAD PARA LA OBRA: “CONSTRUCCION DEL CANAL DE RIEGO LAS MERCEDES – LA VICTORIA – 07 DE OCTUBRE, DISTRITO DE JOSE CRESPO Y CASTILLO, PROVINCIA DE LEONCIO PRADO– HUANUCO”,
",PROYECTO ESPECIAL ALTO HUALLAGA,HUANUCO - RUPA-RUPA,728-005,1,"S/. 4,630.00",30/09/2024,14/10/2024,0dcca827-8e77-4c32-ab10-3081717bd690
"GUARDIÁN/A PARA LA OBRA: “CONSTRUCCION DEL CANAL DE RIEGO LAS MERCEDES – LA VICTORIA – 07 DE OCTUBRE, DISTRITO DE JOSE CRESPO Y CASTILLO, PROVINCIA DE LEONCIO PRADO– HUANUCO”.
",PROYECTO ESPECIAL ALTO HUALLAGA,HUANUCO - RUPA-RUPA,728-005,1,"S/. 2,600.00",30/09/2024,14/10/2024,e08b2a49-f9bd-454d-946e-226c26899891
"ESPECIALISTA EN SEGURIDAD, SALUD OCUPACIONAL Y MEDIO AMBIENTE PARA LA OBRA: “CONSTRUCCION DEL CANAL DE RIEGO LAS MERCEDES – LA VICTORIA – 07 DE OCTUBRE, DISTRITO DE JOSE CRESPO Y CASTILLO, PROVINCIA DE LEONCIO PRADO– HUANUCO”,
",PROYECTO ESPECIAL ALTO HUALLAGA,HUANUCO - RUPA-RUPA,728-005,1,"S/. 4,630.00",30/09/2024,14/10/2024,caa310cd-e064-4f66-bf68-4d773e528e84
