position,institution,ubication,num_conv,n_vac,wage,begin_date,end_date
"TRABAJADOR DE SERVICIO
",UNIDAD DE GESTION EDUCATIVA LOCAL N° 03 UNIDAD EJECUTORA EDUCACION 315: TRUJILLO NOR OESTE,LA LIBERTAD - TRUJILLO,276-008,1,"S/. 2,321.65",02/10/2024,16/10/2024
"TRABAJADOR DE SERVICIO III
",UNIDAD DE GESTION EDUCATIVA LOCAL N° 03 UNIDAD EJECUTORA EDUCACION 315: TRUJILLO NOR OESTE,LA LIBERTAD - VICTOR LARCO HERRERA,276-007,1,"S/. 2,321.65",02/10/2024,16/10/2024
"ESPECIALISTA LEGAL II
",SUPERINTENDENCIA NACIONAL DE FISCALIZACION LABORAL - SUNAFIL,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-224,1,"S/. 4,000.00",02/10/2024,16/10/2024
"1
",SERVICIO NACIONAL DE SANIDAD AGRARIA,LA LIBERTAD - UCHUMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 1,111.00",02/10/2024,16/10/2024
"OFICINISTA
",UNIDAD DE GESTION EDUCATIVA LOCAL N° 03 UNIDAD EJECUTORA EDUCACION 315: TRUJILLO NOR OESTE,LA LIBERTAD - TRUJILLO,276-009,1,"S/. 2,321.65",02/10/2024,16/10/2024
"AUXILIAR EN ARCHIVO
",PROGRAMA NACIONAL CUNA MAS,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1171,1,"S/. 1,614.19",01/10/2024,15/10/2024
"COORDINADOR PARA EL SERVICIO DE ACOMPAÑAMIENTO A FAMILIAS
",PROGRAMA NACIONAL CUNA MAS,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-1176,1,"S/. 3,614.19",01/10/2024,15/10/2024
"JEFE DE LA OFICINA DE RIEGOS Y DESASTRES
",MUNICIPALIDAD PROVINCIAL DE PATAZ,LA LIBERTAD - TAYABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-9,1,"S/. 4,300.00",01/10/2024,15/10/2024
"INSPECTOR MUNICIPAL DE TRANSPORTE
",MUNICIPALIDAD PROVINCIAL DE PATAZ,LA LIBERTAD - TAYABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-9,3,"S/. 1,500.00",01/10/2024,15/10/2024
"ESPECIALISTA EN TECNOLOGIAS DE LA INFORMACION
",MUNICIPALIDAD PROVINCIAL DE PATAZ,LA LIBERTAD - TAYABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-9,1,"S/. 3,800.00",01/10/2024,15/10/2024
"ASISTENTE ADMINISTRATIVO DE LA OFICINA DE RIESGOS Y DESASTRES
",MUNICIPALIDAD PROVINCIAL DE PATAZ,LA LIBERTAD - TAYABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-9,1,"S/. 2,300.00",01/10/2024,15/10/2024
"OBSTETRA
",RED DE SALUD SANTIAGO DE CHUCO,LA LIBERTAD - ANGASMARCA,276-1,1,"S/. 5,300.00",30/09/2024,14/10/2024
"MEDICO CIRUJANO
",RED DE SALUD SANTIAGO DE CHUCO,LA LIBERTAD - SANTIAGO DE CHUCO,276-1,1,"S/. 6,624.00",30/09/2024,14/10/2024
"MEDICO CIRUJANO
",RED DE SALUD SANTIAGO DE CHUCO,LA LIBERTAD - SANTIAGO DE CHUCO,276-1,1,"S/. 6,624.00",30/09/2024,14/10/2024
"MEDICO CIRUJANO
",RED DE SALUD SANTIAGO DE CHUCO,LA LIBERTAD - SANTIAGO DE CHUCO,276-1,1,"S/. 6,624.00",30/09/2024,14/10/2024
"MEDICO CIRUJANO
",RED DE SALUD SANTIAGO DE CHUCO,LA LIBERTAD - SANTIAGO DE CHUCO,276-1,1,"S/. 6,624.00",30/09/2024,14/10/2024
"TECNICO EN ENFERMERIA
",RED DE SALUD SANTIAGO DE CHUCO,LA LIBERTAD - SANTIAGO DE CHUCO,276-1,4,"S/. 2,755.00",30/09/2024,14/10/2024
"TECNICO EN ENFERMERIA
",RED DE SALUD SANTIAGO DE CHUCO,LA LIBERTAD - SANTIAGO DE CHUCO,276-1,2,"S/. 2,755.00",30/09/2024,14/10/2024
"TRABAJADORA SOCIAL
",RED DE SALUD SANTIAGO DE CHUCO,LA LIBERTAD - SANTIAGO DE CHUCO,276-1,1,"S/. 5,300.00",30/09/2024,14/10/2024
"MEDICO CIRUJANO
",RED DE SALUD SANTIAGO DE CHUCO,LA LIBERTAD - QUIRUVILCA,276-1,1,"S/. 6,624.00",30/09/2024,14/10/2024
"MEDICO CIRUJANO
",RED DE SALUD SANTIAGO DE CHUCO,LA LIBERTAD - MOLLEPATA,276-1,1,"S/. 6,624.00",30/09/2024,14/10/2024
"TECNICO EN ENFERMERIA
",RED DE SALUD SANTIAGO DE CHUCO,LA LIBERTAD - SITABAMBA,276-1,1,"S/. 2,755.00",30/09/2024,14/10/2024
"OBSTETRA
",RED DE SALUD SANTIAGO DE CHUCO,LA LIBERTAD - MOLLEPATA,276-1,1,"S/. 5,300.00",30/09/2024,14/10/2024
"TRABAJADOR DE SERVICIO
",UNIDAD DE GESTION EDUCATIVA LOCAL 04 - TRUJILLO SUR ESTE,LA LIBERTAD - TRUJILLO,276-1,1,"S/. 2,321.00",30/09/2024,14/10/2024
"TECNICO ASISTENCIAL
",RED DE SALUD SANTIAGO DE CHUCO,LA LIBERTAD - CACHICADAN,276-1,1,"S/. 2,755.00",30/09/2024,14/10/2024
"TECNICO (A) EN ENFERMERIA
",RED DE SALUD OTUZCO,LA LIBERTAD - OTUZCO,276-004,1,"S/. 2,755.00",30/09/2024,14/10/2024
"ENFERMERO (A)
",RED DE SALUD OTUZCO,LA LIBERTAD - OTUZCO,276-004,1,"S/. 5,300.00",30/09/2024,14/10/2024
"MEDICO ESPECIALISTA EN GINECOLOGIA Y OBSTETRICIA
",RED DE SALUD OTUZCO,LA LIBERTAD - AGALLPAMPA,276-004,1,"S/. 6,624.00",30/09/2024,14/10/2024
"INSTRUMENTISTA DE TROMPETA PARA LA ORQUESTA SINFÓNICA DE TRUJILLO
",UNIDAD EJECUTORA 009: LA LIBERTAD,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-020,1,"S/. 3,914.00",30/09/2024,14/10/2024
"ENFERMERO (A)
",RED DE SALUD SANTIAGO DE CHUCO,LA LIBERTAD - ANGASMARCA,276-1,1,"S/. 5,300.00",30/09/2024,14/10/2024
"ENFERMERO (A)
",RED DE SALUD OTUZCO,LA LIBERTAD - HUARANCHAL,276-004,1,"S/. 5,300.00",30/09/2024,14/10/2024
"ENFERMERO (A)
",RED DE SALUD OTUZCO,LA LIBERTAD - SALPO,276-004,1,"S/. 5,300.00",30/09/2024,14/10/2024
"OBSTETRA
",RED DE SALUD SANTIAGO DE CHUCO,LA LIBERTAD - SANTIAGO DE CHUCO,276-1,1,"S/. 5,300.00",30/09/2024,14/10/2024
"OBSTETRA
",RED DE SALUD SANTIAGO DE CHUCO,LA LIBERTAD - SANTIAGO DE CHUCO,276-1,1,"S/. 5,300.00",30/09/2024,14/10/2024
"ENFERMERO (A)
",RED DE SALUD SANTIAGO DE CHUCO,LA LIBERTAD - SANTIAGO DE CHUCO,276-1,1,"S/. 5,300.00",30/09/2024,14/10/2024
"SECRETARIO/A
",INSTITUTO REGIONAL DE OFTALMOLOGIA,LA LIBERTAD - TRUJILLO,D.LEG 1057 - INDETERMINADO-11,1,"S/. 1,200.00",27/09/2024,11/10/2024
"OPERADOR PAD II
",GERENCIA REGIONAL DE EDUCACION LA LIBERTAD,LA LIBERTAD - TRUJILLO,276-4,1,"S/. 1,930.00",27/09/2024,11/10/2024
"ESPECIALISTA ADMINISTRATIVO II
",GERENCIA REGIONAL DE EDUCACION LA LIBERTAD,LA LIBERTAD - TRUJILLO,276-4,1,"S/. 2,300.00",27/09/2024,11/10/2024
"DIGITADOR/A
",INSTITUTO REGIONAL DE OFTALMOLOGIA,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-11,1,"S/. 1,200.00",27/09/2024,11/10/2024
"TÉCNICOS DE CAMPO FORESTALES Y DE FAUNA SILVESTRE
",GERENCIA REGIONAL DE AGRICULTURA,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-009,36,"S/. 3,000.00",27/09/2024,11/10/2024
"TRABAJADOR/A DE SERVICIOS GENERALES
",INSTITUTO REGIONAL DE OFTALMOLOGIA,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-11,1,"S/. 1,200.00",27/09/2024,11/10/2024
"MEDICO ANESTESIÓLOGO
",INSTITUTO REGIONAL DE OFTALMOLOGIA,LA LIBERTAD - TRUJILLO,D.LEG 1057 - INDETERMINADO-11,1,"S/. 5,500.00",27/09/2024,11/10/2024
"MEDICO
",UNIDAD EJECUTORA 412 SALUD VIRU,LA LIBERTAD - VIRU,276-2,1,"S/. 6,624.00",27/09/2024,11/10/2024
"MEDICO
",UNIDAD EJECUTORA 412 SALUD VIRU,LA LIBERTAD - VIRU,276-002,2,"S/. 6,624.00",27/09/2024,11/10/2024
"TECNICO EN LABORATORIO
",UNIDAD EJECUTORA 412 SALUD VIRU,LA LIBERTAD - VIRU,276-2,1,"S/. 2,755.00",27/09/2024,11/10/2024
"TRABAJADOR DE SERVICIOS GENERALES
",UNIDAD EJECUTORA 412 SALUD VIRU,LA LIBERTAD - VIRU,276-2,1,"S/. 2,312.50",27/09/2024,11/10/2024
"PROFESIONAL EN PSICOLOGÍA
",UNIDAD EJECUTORA EDUCACION 314 - LA ESPERANZA,LA LIBERTAD - LA ESPERANZA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-01,1,"S/. 2,614.19",26/09/2024,10/10/2024
"JEFE/A DE LA UNIDAD TERRITORIAL LA LIBERTAD
",PROGRAMA NACIONAL DE ENTREGA DE LA PENSIÓN NO CONTRIBUTIVA A PERSONAS CON DISCAPACIDAD SEVERA EN SIT,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-030,1,"S/. 9,000.00",26/09/2024,10/10/2024
"SUPERVISOR DE INFRAESTRUCTURA Y SERVICIOS
",EMPRESA REGIONAL DE SERVICIO PUBLICO DE ELECTRICIDAD ELECTRONORTEMEDIO SOCIEDAD ANONIMA - HIDRANDINA,LA LIBERTAD - TRUJILLO,728-1,1,"S/. 5,000.00",26/09/2024,10/10/2024
"DEFENSOR PÚBLICO EN EL NUEVO CÓDIGO PROCESAL PENAL
",MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,LA LIBERTAD - ASCOPE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-846,1,"S/. 5,114.19",26/09/2024,10/10/2024
"ANALISTA DE REMUNERACIONES Y COMPESACIONES
",EMPRESA REGIONAL DE SERVICIO PUBLICO DE ELECTRICIDAD ELECTRONORTEMEDIO SOCIEDAD ANONIMA - HIDRANDINA,LA LIBERTAD - TRUJILLO,728-1,1,"S/. 4,000.00",26/09/2024,10/10/2024
"GESTOR LOCAL PARA LA UNIDAD TERRITORIAL LA LIBERTAD
",PROGRAMA NACIONAL DE APOYO DIRECTO A LOS MAS POBRES,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-232,1,"S/. 2,000.00",26/09/2024,10/10/2024
"ASESOR(A)  LEGAL
",MUNICIPALIDAD DISTRITAL DE CHARAT,LA LIBERTAD - CHARAT,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,200.00",25/09/2024,09/10/2024
"¿    RESPONSABLE DEL AREA DE SUPERVISION Y LIQUIDACION DE OBRAS
",MUNICIPALIDAD DISTRITAL DE CHARAT,LA LIBERTAD - CHARAT,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,000.00",25/09/2024,09/10/2024
"ANALISTA TECNICO
",AGENCIA DE PROMOCION DE LA INVERSION PRIVADA - PROINVERSION,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-18,1,"S/. 5,000.00",25/09/2024,09/10/2024
"ANALISTA INTERMEDIO EN SANIDAD ANIMAL
",SERVICIO NACIONAL DE SANIDAD AGRARIA,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-705,1,"S/. 3,314.19",25/09/2024,09/10/2024
"UN (01) JEFE (A) ZONAL DE LA UNIDAD TERRITORIAL LA LIBERTAD
",PROGRAMA NACIONAL PARA LA EMPLEABILIDAD,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-018,1,"S/. 5,500.00",25/09/2024,09/10/2024
"ASISTENTE SOCIAL I
",GERENCIA REGIONAL DE AGRICULTURA,LA LIBERTAD - TRUJILLO,276-3,1,"S/. 2,417.00",25/09/2024,09/10/2024
"ESPECIALISTA JUDICIAL DE CAUSA (COD. 02462).
",PODER JUDICIAL,LA LIBERTAD - EL PORVENIR,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-055,1,"S/. 2,972.00",24/09/2024,07/10/2024
"ESPECIALISTA JUDICIAL DE JUZGADO (COD. 01128_3)
",PODER JUDICIAL,LA LIBERTAD - CHEPEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-055,1,"S/. 2,972.00",24/09/2024,07/10/2024
"ESPECIALISTA JUDICIAL DE AUDIENCIA
",PODER JUDICIAL,LA LIBERTAD - EL PORVENIR,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-055,1,"S/. 2,972.00",24/09/2024,07/10/2024
"ESPECIALISTA JUDICIAL DE JUZGADO (COD. 01128_1)
",PODER JUDICIAL,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-055,1,"S/. 2,972.00",24/09/2024,07/10/2024
"ESPECIALISTA JUDICIAL DE JUZGADO (COD. 01128_2)
",PODER JUDICIAL,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-055,2,"S/. 2,972.00",24/09/2024,07/10/2024
"ASISTENTE JURISDICCIONAL
",PODER JUDICIAL,LA LIBERTAD - CHEPEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-055,1,"S/. 2,572.00",24/09/2024,07/10/2024
"CHOFER DE LA UNIDAD DE LIMPIEZA PUBLICA
",MUNICIPALIDAD DISTRITAL DE SALAVERRY,LA LIBERTAD - SALAVERRY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 1,800.00",23/09/2024,04/10/2024
"COORDINADOR/A TÉCNICO/A (PP PREVENCIÓN Y TRATAMIENTO DEL CONSUMO DE DROGA)
",GERENCIA REGIONAL DE EDUCACION LA LIBERTAD,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-12,1,"S/. 4,014.19",23/09/2024,04/10/2024
"SECRETARIO(A) TECNICO DE PROCEDIMIENTOS ADMINISTRATIVOS DISCIPLINARIOS
",SERV.DE ADMINISTRACION TRIBUTARIA-TRUJIL,LA LIBERTAD - TRUJILLO,D.LEG 1057 - INDETERMINADO-1,1,"S/. 2,300.00",23/09/2024,04/10/2024
"VIGILANTE EN EL MERCADO DE ABASTO DE SALAVERRY
",MUNICIPALIDAD DISTRITAL DE SALAVERRY,LA LIBERTAD - SALAVERRY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 1,100.00",23/09/2024,04/10/2024
"TRABAJADOR EN SERVICIOS I (OPERARIO DE BARRIDO)
",MUNICIPALIDAD DISTRITAL DE SALAVERRY,LA LIBERTAD - SALAVERRY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 1,200.00",23/09/2024,04/10/2024
"CONTADOR I
",UNIDAD DE GESTION EDUCATIVA LOCAL N° 03 UNIDAD EJECUTORA EDUCACION 315: TRUJILLO NOR OESTE,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-026,1,"S/. 2,114.19",23/09/2024,04/10/2024
"SUB GERENTE DE PLANEAMIENTO
",MUNICIPALIDAD DISTRITAL DE SALAVERRY,LA LIBERTAD - SALAVERRY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 2,100.00",23/09/2024,04/10/2024
"OPERADOR DE SEGURIDAD CIUDADANA
",MUNICIPALIDAD DISTRITAL DE SALAVERRY,LA LIBERTAD - SALAVERRY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,2,"S/. 1,200.00",23/09/2024,04/10/2024
"ASISTENTE EJECUTIVO II
",INSTITUTO REGIONAL DE ENFERMEDADES NEOPLASICAS LUIS PINILLOS GANOZA IREN,LA LIBERTAD - TRUJILLO,276-1,1,"S/. 2,475.00",23/09/2024,04/10/2024
"ASISTENTE JURISDICCIONAL (COD. 0723)
",PODER JUDICIAL,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-054,1,"S/. 2,572.00",20/09/2024,03/10/2024
"LICENCIADA EN TRABAJO SOCIAL
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - EL PORVENIR,276-001,2,"S/. 5,300.00",20/09/2024,03/10/2024
"TERAPEUTA OCUPACIONAL
",HOSPITAL DE APOYO NRO 3 CHEPEN,LA LIBERTAD - PUEBLO NUEVO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 2,500.00",20/09/2024,03/10/2024
"TERAPEUTA DE LENGUAJE
",HOSPITAL DE APOYO NRO 3 CHEPEN,LA LIBERTAD - PUEBLO NUEVO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 2,500.00",20/09/2024,03/10/2024
"PSIQUIATRA
",HOSPITAL DE APOYO NRO 3 CHEPEN,LA LIBERTAD - PUEBLO NUEVO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 8,000.00",20/09/2024,03/10/2024
"PSICOLOGO
",HOSPITAL DE APOYO NRO 3 CHEPEN,LA LIBERTAD - PUEBLO NUEVO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-002,1,"S/. 2,500.00",20/09/2024,03/10/2024
"TECNICO ADMINISTRATIVO
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - TRUJILLO,276-001,1,"S/. 2,387.50",20/09/2024,03/10/2024
"TECNICO ADMINISTRATIVO
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - TRUJILLO,276-001,2,"S/. 2,387.50",20/09/2024,03/10/2024
"TECNICO ADMINISTRATIVO
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - TRUJILLO,276-001,1,"S/. 2,387.50",20/09/2024,03/10/2024
"TECNOLOGO MEDICO (ANATOMIA PATOLOGICA
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - TRUJILLO,276-001,1,"S/. 5,300.00",20/09/2024,03/10/2024
"TECNOLOGO MEDICO
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - TRUJILLO,276-001,2,"S/. 5,300.00",20/09/2024,03/10/2024
"TECNICO EN NUTRICION
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - TRUJILLO,276-001,4,"S/. 2,755.00",20/09/2024,03/10/2024
"TECNICO EN ARCHIVO
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - TRUJILLO,276-001,1,"S/. 2,387.50",20/09/2024,03/10/2024
"TECNICO DE FARMACIA
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - TRUJILLO,276-001,1,"S/. 2,755.00",20/09/2024,03/10/2024
"TECNICO DE ENFERMERIA
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - TRUJILLO,276-001,13,"S/. 2,755.00",20/09/2024,03/10/2024
"TECNICO ASISTENCIAL / ADMINISTRATIVO
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - TRUJILLO,276-001,1,"S/. 2,755.00",20/09/2024,03/10/2024
"TECNICO ASISTENCIAL / ADMINISTRATIVO
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - TRUJILLO,276-001,3,"S/. 2,755.00",20/09/2024,03/10/2024
"TECNICO ASISTENCIAL / ADMINISTRATIVO
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - TRUJILLO,276-1,1,"S/. 2,755.00",20/09/2024,03/10/2024
"TECNICO ASISTENCIAL / ADMINISTRATIVO
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - TRUJILLO,276-001,1,"S/. 2,755.00",20/09/2024,03/10/2024
"TECNICO ASISTENCIAL -TECNICO ELECTRONICO
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - TRUJILLO,276-001,2,"S/. 2,755.00",20/09/2024,03/10/2024
"TECNICO ASISTENCIAL -PILOTO DE AMBULANCIA
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - TRUJILLO,276-1,2,"S/. 2,755.00",20/09/2024,03/10/2024
"TECNICO ASISTENCIAL (TECNICO MECANICO
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - TRUJILLO,276-1,2,"S/. 2,755.00",20/09/2024,03/10/2024
"TECNICO ASISTENCIAL (OPERADOR DE MAQUINAS DE LAVANDERIA
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - TRUJILLO,276-1,1,"S/. 2,755.00",20/09/2024,03/10/2024
"TECNICO ADMINISTRATIVO
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - TRUJILLO,276-001,1,"S/. 2,387.50",20/09/2024,03/10/2024
"TECNICO ADMINISTRATIVO
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - TRUJILLO,276-1,1,"S/. 2,387.00",20/09/2024,03/10/2024
"TECNICO ADMINISTRATIVO
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - TRUJILLO,276-001,1,"S/. 2,387.50",20/09/2024,03/10/2024
"TECNICO ADMINISTRATIVO
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - TRUJILLO,276-001,1,"S/. 2,387.50",20/09/2024,03/10/2024
"TECNICO ADMINISTRATIVO
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - TRUJILLO,276-001,1,"S/. 2,387.50",20/09/2024,03/10/2024
"QUIMICO FARMACEUTICO
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - TRUJILLO,276-001,2,"S/. 5,300.00",20/09/2024,03/10/2024
"NUTRICIONISTA
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - TRUJILLO,276-001,2,"S/. 5,300.00",20/09/2024,03/10/2024
"MÉDICO CIRUJANO ESPECIALISTA EN PEDIATRIA
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - TRUJILLO,276-001,1,"S/. 6,624.00",20/09/2024,03/10/2024
"MÉDICO CIRUJANO ESPECIALISTA EN GINECOBSTETRICIA
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - TRUJILLO,276-001,1,"S/. 6,624.00",20/09/2024,03/10/2024
"MÉDICO CIRUJANO ESPECIALISTA EN ANESTESIOLOGIA
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - TRUJILLO,276-001,2,"S/. 6,624.00",20/09/2024,03/10/2024
"ENFERMERA (O) ESPECIALISTA EN NEONATOLOGÍA
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - TRUJILLO,276-001,1,"S/. 5,300.00",20/09/2024,03/10/2024
"ENFERMERA (O) ESPECIALISTA EN EMERGENCIA Y ÁREAS CRÍTICAS
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - TRUJILLO,276-001,4,"S/. 5,300.00",20/09/2024,03/10/2024
"ENFERMERA (O) ESPECIALISTA EN CENTRO QUIRURGICO
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - TRUJILLO,276-001,1,"S/. 5,300.00",20/09/2024,03/10/2024
"ENFERMERA (O) ESPECIALISTA EN  ENFERMERIA PEDIATRICA
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - TRUJILLO,276-001,2,"S/. 5,300.00",20/09/2024,03/10/2024
"AUXILIAR EN NUTRICIÓN
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - TRUJILLO,276-001,1,"S/. 2,697.00",20/09/2024,03/10/2024
"AUXILIAR DE ENFERMERIA
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - TRUJILLO,276-001,2,"S/. 2,697.00",20/09/2024,03/10/2024
"AUXILIAR ASISTENCIAL
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - TRUJILLO,276-001,1,"S/. 2,697.00",20/09/2024,03/10/2024
"AUXILIAR ASISTENCIAL
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - TRUJILLO,276-001,2,"S/. 2,697.00",20/09/2024,03/10/2024
"AUXILIAR ASISTENCIAL
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - TRUJILLO,276-001,2,"S/. 2,697.00",20/09/2024,03/10/2024
"ASISTENTE ADMINISTRATIVO
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - TRUJILLO,276-001,1,"S/. 2,494.50",20/09/2024,03/10/2024
"ASISTENTE ADMINISTRATIVO
",U.E. 403-SALUD TRUJILLO-SUR OESTE,LA LIBERTAD - TRUJILLO,276-001,1,"S/. 2,494.50",20/09/2024,03/10/2024
"SPECIALISTA DE LA UNIDAD TERRITORIAL DE LA LIBERTAD
",FONDO DE SALUD PARA LA POLICIA NACIONAL,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-41,1,"S/. 9,000.00",20/09/2024,03/10/2024
"GESTOR LOCAL PARA LA UNIDAD TERRITORIAL LA LIBERTAD
",PROGRAMA NACIONAL DE APOYO DIRECTO A LOS MAS POBRES,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-227,1,"S/. 2,000.00",20/09/2024,03/10/2024
"ESPECIALISTA JUDICIAL DE AUDIENCIA (COD. 01129_4)
",PODER JUDICIAL,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-054,1,"S/. 2,972.00",20/09/2024,03/10/2024
"ESPECIALISTA JUDICIAL DE AUDIENCIA (COD. 01129_3)
",PODER JUDICIAL,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-054,1,"S/. 2,972.00",20/09/2024,03/10/2024
"ESPECIALISTA JUDICIAL DE AUDIENCIA (COD. 01129_2)
",PODER JUDICIAL,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-054,1,"S/. 2,972.00",20/09/2024,03/10/2024
