position,institution,ubication,num_conv,n_vac,wage,begin_date,end_date,id_uuid
"AUXILIAR ASISTENCIAL
",UNIDAD EJECUTORA N° 404 RED DE SALUD HUANUCO,HUANUCO - AMARILIS,276-1,1,"S/. 2,697.00",01/10/2024,15/10/2024,86ff046b-c184-40c9-9e59-131064f050ef
"AUXILIAR ASISTENCIAL
",UNIDAD EJECUTORA N° 404 RED DE SALUD HUANUCO,HUANUCO - AMARILIS,276-1,1,"S/. 2,697.00",01/10/2024,15/10/2024,04ee94e6-8935-430a-b147-ff3f85705082
"AUXILIAR ADMINISTRATIVO
",UNIDAD EJECUTORA N° 404 RED DE SALUD HUANUCO,HUANUCO - AMARILIS,276-1,1,"S/. 3,240.33",01/10/2024,15/10/2024,66355bb5-9182-49e0-9831-9469fa49c6a0
"TECNICO EN INFORMATICA
",UNIDAD EJECUTORA N° 404 RED DE SALUD HUANUCO,HUANUCO - SANTA MARIA DEL VALLE,276-1,1,"S/. 3,285.33",01/10/2024,15/10/2024,4160c876-9578-4af2-9103-965e0d67b667
"TECNICO ASISTENCIAL
",UNIDAD EJECUTORA N° 404 RED DE SALUD HUANUCO,HUANUCO - SANTA MARIA DEL VALLE,276-1,1,"S/. 2,755.00",01/10/2024,15/10/2024,fc75ed9f-4843-454d-909c-ca497ba3b8c4
"OBSTETRA
",UNIDAD EJECUTORA N° 404 RED DE SALUD HUANUCO,HUANUCO - SANTA MARIA DEL VALLE,276-1,1,"S/. 5,300.00",01/10/2024,15/10/2024,32c06bbf-9387-4b29-8472-aee2aac0c5ab
"ENFERMERA / O
",UNIDAD EJECUTORA N° 404 RED DE SALUD HUANUCO,HUANUCO - SANTA MARIA DEL VALLE,276-1,1,"S/. 5,300.00",01/10/2024,15/10/2024,9248d9ec-96da-4281-ba8e-8ca2ce315f43
"ASISTENTE ADMINISTRATIVO DE DEMUNA
",MUNICIPALIDAD PROVINCIAL DE YAROWILCA,HUANUCO - CHAVINILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-3,1,"S/. 2,300.00",30/09/2024,14/10/2024,61f04cfe-d38d-4339-8037-ce377845ae3d
"ASISTENTE ADMINISTRATIVO DE GERENCIA MUNICIPAL
",MUNICIPALIDAD PROVINCIAL DE YAROWILCA,HUANUCO - CHAVINILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-3,1,"S/. 1,700.00",30/09/2024,14/10/2024,0fabee1b-173e-4793-b27f-52e7bb31c7bd
"""APOYO EN ORIENTACIÓN AL USUARIO DE OFICINA DESCONCENTRADA DE SERVICIOS (ODS) EN HUÁNUCO""
",SUPERINTENDENCIA NAC.SERV.DE SANEAMIENTO,HUANUCO - HUANUCO,D.LEG 1057 - INDETERMINADO-268,1,"S/. 4,500.00",30/09/2024,14/10/2024,8c21c688-54e5-4faf-a7d4-153e98a757bd
"ALMACENERO/A PARA LA OBRA: “CONSTRUCCION DEL CANAL DE RIEGO LAS MERCEDES – LA VICTORIA – 07 DE OCTUBRE, DISTRITO DE JOSE CRESPO Y CASTILLO, PROVINCIA DE LEONCIO PRADO– HUANUCO”,
",PROYECTO ESPECIAL ALTO HUALLAGA,HUANUCO - RUPA-RUPA,728-005,1,"S/. 2,600.00",30/09/2024,14/10/2024,aeec1c70-0787-48e3-b933-05d4d186d24c
"ASISTENTE DE INSPECTOR PARA LA OBRA: “CONSTRUCCION DEL CANAL DE RIEGO LAS MERCEDES – LA VICTORIA – 07 DE OCTUBRE, DISTRITO DE JOSE CRESPO Y CASTILLO, PROVINCIA DE LEONCIO PRADO– HUANUCO”,
",PROYECTO ESPECIAL ALTO HUALLAGA,HUANUCO - RUPA-RUPA,728-005,1,"S/. 4,170.00",30/09/2024,14/10/2024,c8674ef3-4b73-4b45-bea5-2f5fd95793d9
"CHOFER PARA LA OBRA: “CONSTRUCCION DEL CANAL DE RIEGO LAS MERCEDES – LA VICTORIA – 07 DE OCTUBRE, DISTRITO DE JOSE CRESPO Y CASTILLO, PROVINCIA DE LEONCIO PRADO– HUANUCO”.
",PROYECTO ESPECIAL ALTO HUALLAGA,HUANUCO - RUPA-RUPA,728-005,1,"S/. 2,600.00",30/09/2024,14/10/2024,57225e91-82e1-419f-b825-c36aa6a77bec
"ESPECIALISTA EN SEGURIDAD, SALUD OCUPACIONAL Y MEDIO AMBIENTE PARA LA OBRA: “CONSTRUCCION DEL CANAL DE RIEGO LAS MERCEDES – LA VICTORIA – 07 DE OCTUBRE, DISTRITO DE JOSE CRESPO Y CASTILLO, PROVINCIA DE LEONCIO PRADO– HUANUCO”,
",PROYECTO ESPECIAL ALTO HUALLAGA,HUANUCO - RUPA-RUPA,728-005,1,"S/. 4,630.00",30/09/2024,14/10/2024,d41291cd-b73c-4b0e-8cbe-a5517c1cf408
"GUARDIÁN/A PARA LA OBRA: “CONSTRUCCION DEL CANAL DE RIEGO LAS MERCEDES – LA VICTORIA – 07 DE OCTUBRE, DISTRITO DE JOSE CRESPO Y CASTILLO, PROVINCIA DE LEONCIO PRADO– HUANUCO”.
",PROYECTO ESPECIAL ALTO HUALLAGA,HUANUCO - RUPA-RUPA,728-005,1,"S/. 2,600.00",30/09/2024,14/10/2024,9909c974-b000-4ad1-a29e-f00814233cad
"INGENIERO DE CALIDAD PARA LA OBRA: “CONSTRUCCION DEL CANAL DE RIEGO LAS MERCEDES – LA VICTORIA – 07 DE OCTUBRE, DISTRITO DE JOSE CRESPO Y CASTILLO, PROVINCIA DE LEONCIO PRADO– HUANUCO”,
",PROYECTO ESPECIAL ALTO HUALLAGA,HUANUCO - RUPA-RUPA,728-005,1,"S/. 4,630.00",30/09/2024,14/10/2024,fe2d7098-d6b7-496c-b9cf-e9344d897084
"INGENIERO/A RESIDENTE DE OBRA _ OBRA: “CONSTRUCCION DEL CANAL DE RIEGO LAS MERCEDES – LA VICTORIA – 07 DE OCTUBRE, DISTRITO DE JOSE CRESPO Y CASTILLO, PROVINCIA DE LEONCIO PRADO– HUANUCO”,
",PROYECTO ESPECIAL ALTO HUALLAGA,HUANUCO - RUPA-RUPA,728-005,1,"S/. 6,950.00",30/09/2024,14/10/2024,ec39d9cb-e290-45b4-82e6-07a97ccebcd2
"PSICOLOGO(A)
",UNIDAD EJECUTORA 305 EDUCACION UGEL HUAMALIES,HUANUCO - LLATA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-020,3,"S/. 2,614.19",30/09/2024,14/10/2024,ef6780a6-d719-4dd5-84d5-923f0201598b
"PROFESIONAL II PARA EQUIPO ITINERANTE DE CONVIVENCIA ESCOLAR
",UNIDAD EJECUTORA 305 EDUCACION UGEL HUAMALIES,HUANUCO - LLATA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-020,1,"S/. 2,914.19",30/09/2024,14/10/2024,646fc142-ff3a-4de5-8b30-497fffc3e507
"RESPONSABLE DESARROLLO PRODUCTIVO Y TURISMO
",MUNICIPALIDAD PROVINCIAL DE YAROWILCA,HUANUCO - CHAVINILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-3,1,"S/. 2,500.00",30/09/2024,14/10/2024,8043f024-1c47-43d2-b946-a5bbec79281a
"RESPONSABLE DEL AREA DE PATRIMONIO
",MUNICIPALIDAD PROVINCIAL DE YAROWILCA,HUANUCO - CHAVINILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-3,1,"S/. 2,100.00",30/09/2024,14/10/2024,33e588b3-010e-48b8-ba34-18d87300a936
"RESPONSABLE DE PARTICIPACION, EDUCACACION, CULTURA, DEPORTE, RECREACION Y SALUD
",MUNICIPALIDAD PROVINCIAL DE YAROWILCA,HUANUCO - CHAVINILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-3,1,"S/. 2,200.00",30/09/2024,14/10/2024,b5da1351-7a9a-4fbe-9ff6-22957aba37d7
"RESPONSABLE DE GESTION AMBIENTAL
",MUNICIPALIDAD PROVINCIAL DE YAROWILCA,HUANUCO - CHAVINILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-3,1,"S/. 2,500.00",30/09/2024,14/10/2024,e9c326e6-d143-455c-9aef-0ce47b090452
"RESPONSABLE DE COMERCIO, LICENCIA Y CONTROL SANITARIO
",MUNICIPALIDAD PROVINCIAL DE YAROWILCA,HUANUCO - CHAVINILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-3,1,"S/. 2,500.00",30/09/2024,14/10/2024,f2f116a5-96ea-4d16-9e42-4f8ba991c24b
"IMPLEMENTADOR SISTEMA DE CONTROL INTERNO
",MUNICIPALIDAD PROVINCIAL DE YAROWILCA,HUANUCO - CHAVINILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-3,1,"S/. 3,000.00",30/09/2024,14/10/2024,5d8dfb2b-373d-40c9-a3a4-e7b34173fc74
"ESPECIALISTA DE LA UNIDAD DE TESORERIA
",MUNICIPALIDAD PROVINCIAL DE YAROWILCA,HUANUCO - CHAVINILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-3,1,"S/. 2,000.00",30/09/2024,14/10/2024,763214ce-3ba8-4447-9c98-b6a22043299b
"ASISTENTE TECNICO DE LA SUBGERENCIA DE ESTUDIOS Y OBRAS
",MUNICIPALIDAD PROVINCIAL DE YAROWILCA,HUANUCO - CHAVINILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-3,1,"S/. 2,100.00",30/09/2024,14/10/2024,49d27e08-69f4-42e8-9402-298c1853fa60
"ASISTENTE TECNICO DE LA GERENCIA DE DESARROLLO  TERRITORIAL E INFRAESTRUCTURA
",MUNICIPALIDAD PROVINCIAL DE YAROWILCA,HUANUCO - CHAVINILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-3,1,"S/. 2,100.00",30/09/2024,14/10/2024,c782e755-2f19-43a8-9fef-36f3f2e216b7
"ASISTENTE ADMINISTRATIVO DE LA OFICINA GENERAL DE ADMINISTRACION Y FINANZAS
",MUNICIPALIDAD PROVINCIAL DE YAROWILCA,HUANUCO - CHAVINILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 1,600.00",30/09/2024,14/10/2024,32dd8c84-a891-430d-8e21-2155b809383f
"ASISTENTE ADMINISTRATIVO DE LA OFICINA DE SECRETARIA GENERAL Y ATENCION AL CIUDADANO
",MUNICIPALIDAD PROVINCIAL DE YAROWILCA,HUANUCO - CHAVINILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-3,1,"S/. 1,600.00",30/09/2024,14/10/2024,5cb96225-ce81-48c0-b509-08309cc96166
"JEFE DE LA OFICINA DE CONTABILIDAD
",MUNICIPALIDAD DISTRITAL DE CHAGLLA,HUANUCO - CHAGLLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-6,1,"S/. 3,000.00",27/09/2024,11/10/2024,2b862683-f9d5-4799-8cbc-d73598bc335b
"TÉCNICO II
",UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA,HUANUCO - RUPA-RUPA,276-17,1,"S/. 1,137.00",27/09/2024,11/10/2024,dbe7aa4b-9363-4771-99c7-149f7992e47e
"JEFE DE LA OFICINA DE TESORERIA
",MUNICIPALIDAD DISTRITAL DE CHAGLLA,HUANUCO - CHAGLLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-6,1,"S/. 3,000.00",27/09/2024,11/10/2024,5848aaf8-dbd8-4336-bc58-5355d35db595
"GESTOR LOCAL PARA LA UNIDAD TERRITORIAL HUANUCO
",PROGRAMA NACIONAL DE APOYO DIRECTO A LOS MAS POBRES,HUANUCO - HUANUCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-231,1,"S/. 2,000.00",26/09/2024,10/10/2024,9a21279e-c279-42e0-96aa-51c26b9f638a
"ASISTENTE AUDITOR EN INFORMÁTICA
",MUNICIPALIDAD PROVINCIAL DE HUAMALIES,HUANUCO - LLATA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-05,1,"S/. 3,000.00",26/09/2024,10/10/2024,d21afa50-f40c-4b9f-911a-d8e484d3385b
"AUXILIAR DE AGUA POTABLE
",MUNICIPALIDAD PROVINCIAL DE HUAMALIES,HUANUCO - LLATA,728-04,2,"S/. 1,200.00",26/09/2024,10/10/2024,5f53f027-8590-43cc-bf7b-2bcf7c95c478
"AUXILIAR DE PETAR
",MUNICIPALIDAD PROVINCIAL DE HUAMALIES,HUANUCO - LLATA,728-04,2,"S/. 1,200.00",26/09/2024,10/10/2024,dea3a38b-1b54-403c-9788-9ab42f86a244
"AUXILIAR DE RECOLECCION DE RESIDUOS SOLIDOS
",MUNICIPALIDAD PROVINCIAL DE HUAMALIES,HUANUCO - LLATA,728-04,2,"S/. 1,200.00",26/09/2024,10/10/2024,cdf3bcb9-1d6e-49e7-b0b0-7072a3ff3258
"GESTOR/A INSTITUCIONAL
",PROGRAMA NACIONAL ÑPLATAFORMAS DE ACCIÓN PARA LA INCLUSIÓN SOCIAL-PAISÑ,HUANUCO - LLATA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-119,1,"S/. 3,000.00",26/09/2024,10/10/2024,58833276-a788-4cce-89d4-db7d4cb530be
"AUXILIAR DE VIVERO MUNICIPAL
",MUNICIPALIDAD PROVINCIAL DE HUAMALIES,HUANUCO - LLATA,728-04,1,"S/. 1,200.00",26/09/2024,10/10/2024,9f9cefab-9e22-4c45-97a9-49998233eaf4
"CHOFER DE FOTON
",MUNICIPALIDAD PROVINCIAL DE HUAMALIES,HUANUCO - LLATA,728-04,1,"S/. 1,200.00",26/09/2024,10/10/2024,1c197574-1b54-4c23-b319-53a11d6dfef9
"INSPECTOR DE TRANSITO
",MUNICIPALIDAD PROVINCIAL DE HUAMALIES,HUANUCO - LLATA,728-04,5,"S/. 1,200.00",26/09/2024,10/10/2024,dd1268c4-f2ce-4bae-92cc-ef32e26f24d5
"OPERADOR DE TRACTOR AGRICOLA
",MUNICIPALIDAD PROVINCIAL DE HUAMALIES,HUANUCO - LLATA,728-04,1,"S/. 1,200.00",26/09/2024,10/10/2024,d3beff8b-b54f-459b-8a12-54e863db6c45
"POLICIA MUNICIPAL
",MUNICIPALIDAD PROVINCIAL DE HUAMALIES,HUANUCO - LLATA,728-04,2,"S/. 1,200.00",26/09/2024,10/10/2024,81501005-e4ab-4dc9-97e1-c23a36510781
"SERENAZGO
",MUNICIPALIDAD PROVINCIAL DE HUAMALIES,HUANUCO - LLATA,728-04,10,"S/. 1,200.00",26/09/2024,10/10/2024,f28f56e9-8b08-4953-958d-cbf933c6866e
"ASISTENTE TECNICO PARA LA UNIDAD DE COMUNICACIONES E IMAGEN INSTITUCIONAL
",MUNICIPALIDAD DISTRI.MARIANO D.BERAUN,HUANUCO - MARIANO DAMASO BERAUN,D.LEG 1057 - INDETERMINADO-6,1,"S/. 1,700.00",26/09/2024,10/10/2024,75f2b8e9-7055-46c8-8d48-331e95dec278
"AUXILIAR DE LIMPIEZA
",MUNICIPALIDAD PROVINCIAL DE HUAMALIES,HUANUCO - LLATA,728-04,11,"S/. 1,200.00",26/09/2024,10/10/2024,ad5f1c16-d260-40cc-98b7-220ea7258661
"AUXILIAR DE LIMPIEZA MUNICIPAL
",MUNICIPALIDAD PROVINCIAL DE HUAMALIES,HUANUCO - LLATA,728-04,1,"S/. 1,200.00",26/09/2024,10/10/2024,a4312791-f215-4732-8ab7-6b7ac71b832d
"AUXILIAR DE DISPOSICION FINAL EN WALAMARCA
",MUNICIPALIDAD PROVINCIAL DE HUAMALIES,HUANUCO - LLATA,728-04,6,"S/. 1,200.00",26/09/2024,10/10/2024,f7793442-b00b-4421-8edf-5bb738de0256
"ESPECIALISTA ADMINISTRATIVO
",PROGRAMA DE DESARROLLO PRODUCTIVO AGRARIO RURAL - AGRO RURAL,HUANUCO - HUANUCO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-003,1,"S/. 6,000.00",26/09/2024,10/10/2024,42d4929f-44ce-4ca9-993c-7d548d5d1ea2
"TÉCNICO AGROPECUARIO
",PROGRAMA DE DESARROLLO PRODUCTIVO AGRARIO RURAL - AGRO RURAL,HUANUCO - HUANUCO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-002,1,"S/. 3,500.00",26/09/2024,10/10/2024,ceb76f9e-055d-459d-ae24-af9e9e65771a
"ESPECIALISTA ADMINISTRATIVO - PATRIMONIO
",UNIDAD EJECUTORA 309 EDUCACION LAURICOCHA,HUANUCO - JESUS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-010,1,"S/. 2,914.19",25/09/2024,09/10/2024,1e791210-5e1d-4f74-9d40-0d2f8433e09d
"ESPECIALISTA ADMINISTRATIVO- RRHH
",UNIDAD EJECUTORA 309 EDUCACION LAURICOCHA,HUANUCO - JESUS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-010,1,"S/. 3,114.19",25/09/2024,09/10/2024,60bc8c8e-5acc-43cc-9355-f7b2def4c554
"OBSTETRA
",RED DE SALUD PACHITEA,HUANUCO - UMARI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 2,900.00",25/09/2024,09/10/2024,aae70840-b763-43c6-a401-0fe1e608840f
"EFERMERO(A)
",RED DE SALUD PACHITEA,HUANUCO - MOLINO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 2,900.00",25/09/2024,09/10/2024,dbbac356-99f4-42da-84f2-d8d95d092702
"ENFERMERO(A)
",RED DE SALUD PACHITEA,HUANUCO - MOLINO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 2,300.00",25/09/2024,09/10/2024,0656dd65-f509-49da-9ad8-9418ec31ec6c
"MEDICO CIRUJANO
",RED DE SALUD PACHITEA,HUANUCO - CHAGLLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 5,200.00",25/09/2024,09/10/2024,8d8fbaca-2912-49be-a7a1-851b20af3f22
"AGENTE DE SEGURIDAD
",PODER JUDICIAL,HUANUCO - HUANUCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-038,1,"S/. 1,900.00",25/09/2024,09/10/2024,401928cc-87bf-4d0e-abb8-55711e18d58b
"ASESOR LEGAL
",RED DE SALUD PACHITEA,HUANUCO - PANAO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-004,1,"S/. 3,400.00",25/09/2024,09/10/2024,691523f8-05e4-47d4-b0ec-bf405248be0b
"ESPECIALISTA ADMINISTRATIVO PLANEAMIENTO
",RED DE SALUD PACHITEA,HUANUCO - PANAO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-004,1,"S/. 2,931.00",25/09/2024,09/10/2024,bed5e9c1-b0af-46dd-bbca-517bc295e7e3
"PSICOLOGO(A)
",RED DE SALUD PACHITEA,HUANUCO - PANAO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-004,1,"S/. 2,500.00",25/09/2024,09/10/2024,2ae6e201-9143-4de0-baa8-fd9a3db5fbc4
"TECNICO EN ENFERMERIA
",RED DE SALUD PACHITEA,HUANUCO - PANAO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-004,1,"S/. 1,400.00",25/09/2024,09/10/2024,c1480b03-ce70-481c-877a-84d617eb2ee5
"ASISTENTE ADMINISTRATIVO
",RED DE SALUD PACHITEA,HUANUCO - PANAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 2,200.00",25/09/2024,09/10/2024,bd2d19cb-3dc1-46d9-9feb-45fdff701be6
"ENFERMERO(A)
",RED DE SALUD PACHITEA,HUANUCO - PANAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 1,800.00",25/09/2024,09/10/2024,cf02e0d8-820e-4e50-bc44-61238117f3b2
"ENFERMERO(A)
",RED DE SALUD PACHITEA,HUANUCO - PANAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 2,900.00",25/09/2024,09/10/2024,7d4df4b5-16ae-49c0-852d-710f3888f544
"SECRETARIA
",RED DE SALUD PACHITEA,HUANUCO - PANAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 1,400.00",25/09/2024,09/10/2024,6ccbf81a-64f9-415b-b0d6-ed36276996e9
"TECNICO EN LABORATORIO
",RED DE SALUD PACHITEA,HUANUCO - PANAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 1,800.00",25/09/2024,09/10/2024,ff8c47a2-2717-4813-99c4-d76173af4f70
"ENFERMERA (O) CENTRO DE SALUD MENTAL GROVER MORI ROMERO
",RED DE SALUD AMBO,HUANUCO - AMBO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-05,1,"S/. 3,414.19",25/09/2024,09/10/2024,675e1df5-31a5-4b63-8194-7d5efe874801
"MEDICO GENERAL - AYANCOCHA ALTA EQUIPO AISPED
",RED DE SALUD AMBO,HUANUCO - SAN RAFAEL,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-05,1,"S/. 4,314.19",25/09/2024,09/10/2024,22d4c778-5cd3-4945-a018-2f701199a7a4
"TECNICO EN GESTION V - ARCHIVO
",ORGANISMO DE FORMALIZACION DE LA PROPIEDAD INFORMAL - COFOPRI,TUMBES - TUMBES,D.LEG 1057 - DETERMINADO (SUPLENCIA)-275,1,"S/. 1,600.00",02/10/2024,16/10/2024,cabd31c5-6488-4b3c-bb3a-c000bfa5cb8e
"COORDINADOR
",ORGANISMO DE FORMALIZACION DE LA PROPIEDAD INFORMAL - COFOPRI,TUMBES - TUMBES,D.LEG 1057 - DETERMINADO (SUPLENCIA)-274,1,"S/. 5,000.00",02/10/2024,16/10/2024,4b0c96d8-46a8-46a2-a8a2-6267f2288784
"ANALISTA BÁSICO EN SANIDAD E INOCUIDAD DE PRODUCTOS PECUARIOS
",SERVICIO NACIONAL DE SANIDAD AGRARIA,TUMBES - TUMBES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-710,1,"S/. 2,914.19",02/10/2024,16/10/2024,8420b8cc-619f-47ba-88cb-97fe5b66a793
"ESPECIALISTA LEGAL I
",SUPERINTENDENCIA NACIONAL DE FISCALIZACION LABORAL - SUNAFIL,TUMBES - SAN JACINTO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-233,1,S/. 006.00,02/10/2024,16/10/2024,1e14a996-21f0-4929-8733-fd6b77903400
"AUXILIAR DE LABORATORIO
",UNIDAD DE GESTION EDUCATIVA LOCAL DE TUMBES,TUMBES - TUMBES,276-47,1,"S/. 2,062.03",01/10/2024,15/10/2024,285bf586-380d-48a6-b728-bc5685149dc6
"TECNICO ADMINISTRATIVO
",UNIDAD DE GESTION EDUCATIVA LOCAL DE TUMBES,TUMBES - TUMBES,276-46,1,"S/. 2,373.25",01/10/2024,15/10/2024,389fa3c5-4183-4501-bf4d-161c787180ff
"TRABAJADOR DE SERVICIO
",UNIDAD DE GESTION EDUCATIVA LOCAL DE TUMBES,TUMBES - TUMBES,276-48,1,"S/. 2,044.02",01/10/2024,15/10/2024,236d8c10-20f2-478d-abce-2f8982ee65da
"ACOMPAÑANTE TECNICO PARA EL SERVICIO DE CUIDADO DIURNO
",PROGRAMA NACIONAL CUNA MAS,TUMBES - TUMBES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1158,1,"S/. 2,614.19",01/10/2024,15/10/2024,82133964-2216-4c77-9740-1a685fe7eef0
"ASISTENTE(A) ADMINISTRATIVO(A)
",SUPERINTENDENCIA NACIONAL DE MIGRACIONES - MIGRACIONES,TUMBES - TUMBES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-435,1,"S/. 3,000.00",30/09/2024,14/10/2024,b60d32b3-b784-4dc1-9ea1-de317105fc24
"CONTRATACIÓN ADMINISTRATIVA DE SERVICIOS DE UN(A) DOCENTE PARA LA ENSEÑANZA DE LA ASIGNATURA DE CREATIVIDAD, ACTIVIDAD Y SERVICIO PARA EL COLEGIO DE ALTO RENDIMIENTO DE LA REGIÓN TUMBES - PLAZO DETERMINADO (008686)
",MINISTERIO DE EDUCACION,TUMBES - SAN JUAN DE LA VIRGEN,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-767,1,"S/. 4,500.00",27/09/2024,11/10/2024,47eada8f-d2ad-42c8-af9d-a21bbd3353ca
"CONTRATACIÓN ADMINISTRATIVA DE SERVICIOS (CAS) DE UNA O UN (01)  ESPECILISTA EN PROYECTOS
",UNIDAD EJECUTORA 002 SERVICIOS DE SANEAMIENTO TUMBES,TUMBES - TUMBES,D.LEG 1057 - INDETERMINADO-024,1,"S/. 3,609.90",24/09/2024,07/10/2024,c0228a36-12f7-41d6-889b-f0a60568243f
"CONTRATACIÓN ADMINISTRATIVA DE SERVICIOS (CAS) DE UNA O UN (01)  ESPECIALISTA EN PROYECTOS, POR NECESIDAD TRANSITORIA PARA LA GERENCIA DE INGENIERÍA, PROYECTOS Y MEDIO AMBIENTE
",UNIDAD EJECUTORA 002 SERVICIOS DE SANEAMIENTO TUMBES,TUMBES - TUMBES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-023,1,"S/. 3,609.90",24/09/2024,07/10/2024,b7dc1207-3153-4265-bbd5-0d2e35266fed
"CONTRATACIÓN ADMINISTRATIVA DE SERVICIOS (CAS) POR SUPLENCIA DE (01)  JEFE (A) DE LA OFICINA ZONAL SUR
",UNIDAD EJECUTORA 002 SERVICIOS DE SANEAMIENTO TUMBES,TUMBES - ZORRITOS,D.LEG 1057 - DETERMINADO (SUPLENCIA)-022,1,"S/. 6,203.17",24/09/2024,07/10/2024,e5961338-6ea3-4f35-9f9c-f34f155f7f3b
"TECNICO EN ENFERMERIA II - STB
",UNIDAD EJECUTORA RED DE SALUD CAJABAMBA,CAJAMARCA - CAJABAMBA,276-001,1,"S/. 2,837.00",07/10/2024,21/10/2024,33493bfe-883b-48e4-8d71-0cda27963e93
"ENFERMERA/O - ENF-10
",UNIDAD EJECUTORA RED DE SALUD CAJABAMBA,CAJAMARCA - CAJABAMBA,276-001,1,"S/. 5,300.00",07/10/2024,21/10/2024,957f6c4d-9520-4118-97ac-61bb5e63e32c
"ENFERMERA/O IV - ENF-14
",UNIDAD EJECUTORA RED DE SALUD CAJABAMBA,CAJAMARCA - CAJABAMBA,276-001,1,"S/. 7,796.00",07/10/2024,21/10/2024,122d7d8c-71f7-4538-b518-98563993d718
"INSPECTOR SANITARIO I - STF
",UNIDAD EJECUTORA RED DE SALUD CAJABAMBA,CAJAMARCA - CAJABAMBA,276-001,1,"S/. 2,755.00",07/10/2024,21/10/2024,c1c22ec8-0b08-4353-a647-26ba224f63b9
"INSPECTOR SANITARIO II - STA
",UNIDAD EJECUTORA RED DE SALUD CAJABAMBA,CAJAMARCA - CAJABAMBA,276-001,1,"S/. 2,857.00",07/10/2024,21/10/2024,2186aa4d-47f0-4a8c-b549-da6a84aaa3d3
"MEDICO I - MC-1
",UNIDAD EJECUTORA RED DE SALUD CAJABAMBA,CAJAMARCA - CAJABAMBA,276-001,1,"S/. 6,624.00",07/10/2024,21/10/2024,baff9e61-f0b1-4f66-bbd1-9aa5ff1da5aa
"MEDICO I - MC-1
",UNIDAD EJECUTORA RED DE SALUD CAJABAMBA,CAJAMARCA - CAJABAMBA,276-001,1,"S/. 6,624.00",07/10/2024,21/10/2024,817415a8-ab33-4023-9c30-8d85ad64f24b
